time,VE,VN
0.46457235196365765,0.3235411730594323,0.3234021674833134
0.8624693414984437,0.193063357825476,0.3622037217296962
1.2089718056313439,0.43783026794408103,0.5344525629498852
1.5817798594128851,0.4032509353938565,0.3322891457704467
2.074159580546962,0.4415255171697849,0.07594610465375615
2.2336443998507667,-0.026342036862861892,0.44345938140326824
2.9794103254749205,0.387314318824743,0.5151073148582782
3.390596132108358,0.18496403766936703,0.4223773873168973
3.450272712934463,0.26348408382074845,0.09532253737273542
4.263338908524789,0.2085136245692175,0.22985653005737042
4.3233104060523075,0.38070017515861865,0.25938720514482394
4.87532482443432,0.005406165208046106,0.33123443659126467
5.297066111361207,0.2983339339121477,0.4919852919235063
5.731988499551737,0.13682974377997226,0.20342562527786107
6.139836347963628,-0.04781316463495,0.29117161866646163
6.526413234809076,0.028537557578000167,0.003787836343559489
6.748734575462088,0.09001076741231576,0.21920475616061358
7.210369456731157,0.38596947750739957,-0.029026766272360977
7.495464278047411,-0.04173727667502633,0.22669168739790127
7.917721851269887,0.0910581204393329,0.0026237702784854544
8.270521791822754,-0.08085910066069757,0.21657027058312533
8.660265125674304,0.01170225087297884,0.09164834650774643
9.401504114923965,-0.005024761414729649,0.3685095612477351
9.439225303946978,0.49896826135399563,0.22631933668308873
10.279445194095164,0.3818085256473197,0.4112567503715472
10.210599046127157,0.3054761043722417,0.1607916262574982
10.739244498761071,0.26516087368989527,0.2925014554559915
11.19819954725733,0.21453848368210204,0.467963069249275
11.675178927103286,0.2308957128640874,0.33210629949616066
11.838984055379218,0.42013112857100615,0.5260711748469405
12.351364076225657,0.49295531394421516,0.12240930066672015
12.950219202059282,0.24639518633485216,0.14664838908541095
13.285269167405037,0.053631420179649766,0.4274229421895538
13.394403238096269,0.47658595959450656,0.13488906216917096
14.159595611061293,0.554680048687763,0.13105447109562038
14.480213867208914,0.3662894054547764,0.2747753509983704
14.703569216320304,0.4661476246236413,0.162845286880497
15.41529048623556,0.3101299255682803,0.07018853956916656
15.798927509851232,0.10961420183911355,0.36653807314293235
16.082740586317925,0.34190747948806977,0.2807402732425125
16.554660939909816,0.14920878225712514,0.42881881298160257
16.914144199614814,0.12704206153838724,0.2774984954253376
17.001653699154662,0.07898376604960322,0.30242411563782207
17.537218553605214,0.2512465283624573,0.18627727499896224
17.85977793211122,0.08689924590742693,0.2534976706395918
18.487472330624083,0.22906139938690562,0.28623816758080295
18.918223285000842,0.13463456265093054,0.3969822726561813
19.175846135023946,0.12080855555042844,0.38770445120698294
19.79531309452304,0.26419587884179446,-0.010363216677564992
20.251964156872333,0.2878545106157217,0.45960276020283275
20.26781460232899,0.3863787542042926,0.04748501833990612
20.90084423214192,0.007773663372968122,0.3823042026122695
21.396762329362506,0.1953342878234944,0.1476590315742672
21.42763724772757,0.20733561840684758,0.13958664574290428
22.154041449735168,0.25449617139021735,0.3715602951021145
