,time,heading
0,0.0,270.83079895785824
1,0.0199949999999944,270.8255824929558
2,0.0399949999999904,270.82525661577034
3,0.0599950000000006,270.83051001414486
4,0.0799990000000008,270.8272586236079
5,0.0999959999999902,270.8109865492304
6,0.1227009999999921,270.82706573406864
7,0.1399959999999964,270.8120586708795
8,0.1599959999999924,270.8255964535151
9,0.1799989999999951,270.81494207864654
10,0.1999950000000012,270.8040282037011
11,0.2199959999999947,270.80859037661276
12,0.2399949999999933,270.82255570527354
13,0.259996000000001,270.8209310621069
14,0.279997999999992,270.8147597322096
15,0.299995999999993,270.82664097422895
16,0.3199949999999916,270.83429570343446
17,0.3400239999999996,270.83250506552577
18,0.3600069999999959,270.84464729471085
19,0.3806379999999905,270.8362838593024
20,0.3999949999999899,270.84537012367946
21,0.4199940000000026,270.852248333142
22,0.4399959999999936,270.8458939572698
23,0.4599959999999896,270.83536175760037
24,0.4799979999999948,270.8442789467406
25,0.4999959999999959,270.83249068633
26,0.5199959999999919,270.8378163260894
27,0.5399960000000021,270.83213906097865
28,0.5599950000000007,270.8206437180708
29,0.5799969999999917,270.82785414231154
30,0.5999949999999927,270.8199634017356
31,0.6199960000000004,270.82884545223607
32,0.640002999999993,270.8231227289477
33,0.6600019999999915,270.82395764924405
34,0.680618999999993,270.8192270238884
35,0.6999969999999962,270.8190424326417
36,0.7199949999999973,270.81948846759883
37,0.7399959999999908,270.8318082540017
38,0.759996000000001,270.8309134238651
39,0.7799969999999945,270.82956665304954
40,0.799995999999993,270.84283101836166
41,0.8199960000000033,270.82444567929883
42,0.8399959999999993,270.8315027440876
43,0.8599959999999953,270.8342350490216
44,0.879997000000003,270.8361360957339
45,0.8999960000000016,270.84172854833537
46,0.91980199999999,270.8304319776437
47,0.9400019999999928,270.82944625214225
48,0.9600049999999952,270.82614939104576
49,0.9829780000000028,270.83064101693105
50,0.9999990000000024,270.82316594273976
51,1.019995999999992,270.8393655932853
52,1.0399969999999996,270.82889775870655
53,1.0599959999999982,270.8293576185932
54,1.0800270000000012,270.8181705807788
55,1.0999959999999902,270.8211703677874
56,1.120800000000003,270.8134736273683
57,1.139994999999999,270.81157847080266
58,1.1599959999999925,270.8187441199593
59,1.1799979999999977,270.8237727572276
60,1.2000230000000016,270.824143205597
61,1.2200050000000005,270.81946605588394
62,1.240594999999999,270.83756434994103
63,1.2599969999999985,270.83214571227427
64,1.2799989999999897,270.82773889081136
65,1.299995999999993,270.8386937573568
66,1.319993999999994,270.8412370266238
67,1.3399959999999993,270.84397616582265
68,1.359995999999995,270.84677578355416
69,1.379997000000003,270.83164041208084
70,1.3999960000000016,270.84378401595217
71,1.4199959999999976,270.8299240429517
72,1.439996999999991,270.8303447912751
73,1.4599959999999896,270.8236403770939
