time,x,y
565.612725,4295759.314937628,7421503.962932531
565.632721,4295760.136633291,7421503.889258201
565.652719,4295760.970018211,7421503.805726503
565.672716,4295761.805705617,7421503.741901899
565.69271,4295762.634693256,7421503.664860086
565.712706,4295763.451837107,7421503.6109953355
565.732704,4295764.295197416,7421503.522129866
565.752702,4295765.1294987155,7421503.420457824
565.7727,4295765.965835187,7421503.340840805
565.792698,4295766.790484014,7421503.277087553
565.81269,4295767.626882542,7421503.183824272
565.83269,4295768.457600796,7421503.083017706
565.852689,4295769.275649579,7421503.01906951
565.872686,4295770.103709552,7421502.937282466
565.89268,4295770.929357864,7421502.877703809
565.912676,4295771.757044911,7421502.791751933
565.932678,4295772.600266602,7421502.703165469
565.952671,4295773.426017579,7421502.615122052
565.972671,4295774.258737905,7421502.534497886
565.992654,4295775.089203543,7421502.441517945
566.012664,4295775.929332832,7421502.3429322895
566.032658,4295776.73290596,7421502.320399189
566.052655,4295777.564554769,7421502.240688755
566.072652,4295778.377307519,7421502.181277127
566.092653,4295779.202191139,7421502.095562246
566.112651,4295780.035701737,7421502.016894932
566.132644,4295780.862982788,7421501.943048948
566.152642,4295781.712049138,7421501.823852075
566.172636,4295782.535314637,7421501.739795902
566.192638,4295783.36085346,7421501.674104637
566.212635,4295784.170886413,7421501.62960449
566.232633,4295784.999113368,7421501.536867503
566.252625,4295785.832875429,7421501.449428028
566.272626,4295786.651825377,7421501.400418853
566.292621,4295787.489155542,7421501.316954346
566.31262,4295788.305287753,7421501.243885001
566.332613,4295789.140035324,7421501.156423825
566.352613,4295789.981739288,7421501.072046024
566.372607,4295790.821932227,7421500.985884496
566.392606,4295791.6661057845,7421500.879411438
566.412606,4295792.4843572695,7421500.816751853
566.432598,4295793.309132746,7421500.734937363
566.452599,4295794.128678942,7421500.670299279
566.472594,4295794.964687942,7421500.584568382
566.492592,4295795.796255099,7421500.504387377
566.512589,4295796.6270683715,7421500.5902503105
566.532583,4295797.449579509,7421500.681564234
566.552582,4295798.2614618745,7421500.804700225
566.57258,4295799.090495768,7421500.889979418
566.592578,4295799.920733253,7421500.98638745
566.612574,4295800.746756872,7421501.073435459
566.632569,4295801.569481641,7421501.157864707
566.652569,4295802.406087279,7421501.233539633
566.672562,4295803.230194023,7421501.327619463
566.692561,4295804.061507987,7421501.399216976
566.712556,4295804.886987643,7421501.495355653
566.732552,4295805.736145388,7421501.558931751
566.75255,4295806.569853065,7421501.64472975
566.772554,4295807.398395627,7421501.725468189
566.79255,4295808.233428147,7421501.784010493
566.812551,4295809.085265457,7421501.823743705
566.832551,4295809.902581312,7421501.922200229
566.852545,4295810.728482326,7421502.005892216
566.872551,4295811.562035877,7421502.088887678
566.892554,4295812.400476728,7421502.164125753
566.912548,4295813.246275966,7421502.20546829
566.932552,4295814.064427635,7421502.292904809
566.95255,4295814.911602277,7421502.343763996
566.972547,4295815.73647938,7421502.4180702325
566.992535,4295816.568833413,7421502.49738756
567.012546,4295817.374877297,7421502.620464753
567.03254,4295818.201243079,7421502.698912321
567.05254,4295819.02166367,7421502.791470916
567.072535,4295819.852697707,7421502.875868216
567.092532,4295820.670525311,7421502.983178999
567.112527,4295821.520784346,7421503.039187571
567.132526,4295822.348777202,7421503.111980694
567.152521,4295823.172169888,7421503.187676095
567.172519,4295823.998373291,7421503.278906021
567.192516,4295824.8224605825,7421503.363680755
567.212515,4295825.655355735,7421503.41685258
567.232514,4295826.4827608075,7421503.512319354
567.252512,4295827.289824342,7421503.623754435
567.272507,4295828.11927712,7421503.715237056
567.292507,4295828.941650283,7421503.8097274
567.312503,4295829.782946042,7421503.875507382
567.332503,4295830.635732214,7421503.925868242
567.352496,4295831.464782374,7421504.0127905
567.372498,4295832.292744302,7421504.110206728
567.393453,4295833.121580292,7421504.18739572
567.413449,4295833.944424695,7421504.288791819
