E,N,h,VE,VN
5.74013529173384,-6.22362214328124,-0.0490089697603935,0.114053335528514,-0.12388313001606
10.2786343575258,-11.1443993942724,-0.0490089697603935,0.314839995166716,-0.341788252640757
13.9631963842156,-15.1393169935643,-0.0490089697603935,0.598600484340346,-0.649658538858122
17.0211922173354,-18.4548963409189,-0.0490089697603935,0.975776351967016,-1.05878885711698
19.6083392429765,-21.259970615001,-0.0490089697603935,1.4653464681879,-1.58978081009513
21.8356572552697,-23.674904563107,0.0212802764370963,2.09117453649379,-2.26818180637874
23.7851984997101,-25.788661874283,0.0212802764370963,2.87916565745682,-3.12240429206211
25.5196339233831,-27.6691966885483,0.0212802764370963,3.85608747230308,-4.18170040287992
27.0882916625151,-29.3699919072669,0.0212802764370963,5.04870721545917,-5.47486263717764
28.5310171076954,-30.9342538820761,0.0212802764370963,6.48138781022516,-7.02856783663383
29.8806659993477,-32.3976053915702,0.0212802764370963,8.1748547638845,-8.86502558301189
31.1646824516355,-33.7898020533767,0.0212802764370963,10.144437098995,-11.0008704085102
32.4060344759667,-35.1357458585619,0.0212802764370963,12.3977677335648,-13.4443528524375
33.6236991757139,-36.4560141569956,0.0212802764370963,14.9329123241268,-16.1935051394779
34.8328371433788,-37.7670435196763,0.0212802764370963,17.7369558950897,-19.2341853537122
36.044751057382,-39.0810823183403,0.0212802764370963,20.7840441522107,-22.5380798596634
37.2667361057348,-40.406039364909,0.0212802764370963,24.0340287280319,-26.0619339613109
38.5019517862846,-41.7453413689282,0.0212802764370963,27.4331190472184,-29.747530057092
39.7494158909858,-43.097922458017,0.0212802764370963,30.9154858229447,-33.5233923995272
41.0042106916679,-44.4584368395732,0.0212802764370963,34.4061669225706,-37.3075475747957
42.2579271459125,-45.817767435526,0.0212802764370963,37.8234914620026,-41.0121427144127
43.4994157179085,-47.1638366136977,0.0212802764370963,41.085484882073,-44.5488726893667
44.7157745569724,-48.4826555339714,0.0212802764370963,44.1156018416815,-47.8341734295368
45.8934532462993,-49.7595216985109,0.0212802764370963,46.8469494403157,-50.7949375618193
47.0193521117548,-50.9802333861507,0.0212802764370963,49.226012951293,-53.3737392829029
48.0817997291535,-52.1321448876434,0.0212802764370963,51.2156918459767,-55.5307602640871
49.0712988125518,-53.2049597742768,0.0212802764370963,52.7964376528031,-57.2444062068838
49.9809680856926,-54.1912180137214,0.0212802764370963,53.9650161588603,-58.5111747388664
50.8071312849654,-55.0846299463468,0.0212802764370963,54.7344826300295,-59.3368699734401
51.547869057809,-55.8854912792504,0.0212802764370963,55.1259767240568,-59.7538837867479
52.2040608815443,-56.5947783051618,0.0212802764370963,55.1714413476636,-59.7964423093077
52.7785188043749,-57.2155511296164,0.0212802764370963,54.9083099019294,-59.5048188376155
53.2755077119486,-57.7524466192477,0.0212802764370963,54.3759233411697,-58.9220137633438
53.7003029216246,-58.2111835434249,0.0212802764370963,53.6146450006568,-58.0912754112054
54.0587690371623,-58.5981254228029,0.0212802764370963,52.6626978430893,-57.0545172810213
54.3570203264902,-58.9199088730337,0.0212802764370963,51.5556331213366,-55.8505742896788
54.601171088564,-59.1831611139858,0.0212802764370963,50.3264795874039,-54.5148689525969
54.7971276330614,-59.3942900309842,0.0212802764370963,49.0038261664219,-53.0788044195604
54.9504691629343,-59.5593379705739,0.0212802764370963,47.6131559054644,-51.5694728276935
55.066360447804,-59.6838991478743,0.0212802764370963,46.1759540267739,-50.0102257935783
55.1495121359096,-59.7730729005429,0.0212802764370963,44.7103534749009,-48.42056454596
55.2041722578544,-59.8314522502469,0.0212802764370963,43.2315601101975,-46.8166656421265
55.2341300332196,-59.8631381267639,0.0212802764370963,41.7517534957113,-45.2119555955457
55.2427466399158,-59.8717634772793,0.0212802764370963,40.2811599692784,-43.6172520506115
55.2329768348302,-59.8605254903738,0.0212802764370963,38.827469435797,-42.0410888718897
55.207412405988,-59.8322237361305,0.0212802764370963,37.3970822383881,-40.4901272932247
55.1683120679649,-59.7893019960889,0.0212802764370963,35.9946052049392,-38.9695864914097
55.11764065358,-59.7338896321823,0.0212802764370963,34.6236111646911,-37.4835325638965
55.0571036732081,-59.6678309103362,0.0212802764370963,33.2867116317381,-36.0345588970898
54.9881779031142,-59.5927203078914,0.0212802764370963,31.98565809735,-34.6244243785538
54.9121414245946,-59.5099397305511,0.0212802764370963,30.7216166947313,-33.25450321131
54.8300966315051,-59.4206804554267,0.0212802764370963,29.495075998748,-31.925285173606
