,name,1,2,3,4,5,6,7,8
0,Разница,None,0.931979895550171,0.43150635431507567,3.770239137707179,None,2.1397663552388906,0.42339908394315273,None
1,Эталон,None,138.8972402516956,156.21040262524778,None,None,112.04524387932072,115.4557475841775,None
2,Алгоритм,None,139.82922014724576,156.64190897956286,None,None,114.18501023455961,115.87914666812065,None
