time,position_type,lat,lon,alt,VN,VE,VD,heading
380.9688,rtk_fixed,58.0299693,56.3284418,149.216,9.958,-5.869,0.447,329.514059625098
381.9688,rtk_fixed,58.0300572,56.3283407,149.073,9.725,-5.954,0.067,328.3719663987752
382.96882,rtk_fixed,58.0301427,56.328241,148.933,9.523,-5.87,0.208,327.45451149865823
383.96882,rtk_fixed,58.0302266,56.3281412,148.748,9.347,-5.917,0.17,327.1756436280522
384.96882,rtk_fixed,58.0303112,56.3280397,148.674,9.494,-6.051,0.048,326.237037642231
385.96884,rtk_fixed,58.0303958,56.3279376,148.504,9.484,-6.038,0.105,328.04945607796424
386.96884,rtk_fixed,58.030483,56.3278354,148.388,9.812,-6.059,0.148,328.8523137235682
387.96884,rtk_fixed,58.0305719,56.3277307,148.242,9.836,-6.305,0.107,326.4582970613087
388.96886,rtk_fixed,58.0306598,56.3276249,148.185,9.779,-6.184,0.063,326.85298923362717
389.96886,rtk_fixed,58.0307471,56.3275207,148.285,9.7,-6.171,-0.04,327.91771644143313
390.96888,rtk_fixed,58.0308345,56.3274192,148.278,9.743,-5.92,-0.026,327.7497568910658
391.96888,rtk_fixed,58.0309215,56.3273194,148.176,9.654,-5.928,0.11,329.1210601298789
392.96888,rtk_fixed,58.0310098,56.3272185,148.072,9.87,-6.042,0.133,328.64188183997055
393.9689,rtk_fixed,58.0311005,56.3271171,147.889,10.167,-5.954,0.167,329.97113567969006
394.9689,rtk_fixed,58.031191,56.3270151,147.719,10.047,-6.023,0.143,327.90661095919666
395.9689,rtk_fixed,58.0312795,56.3269134,147.561,9.766,-5.973,0.156,328.0689269859717
396.96892,rtk_fixed,58.0313658,56.3268137,147.399,9.513,-5.863,0.148,327.198047227065
397.96892,rtk_fixed,58.03145,56.3267167,147.292,9.319,-5.663,0.149,328.162619685636
398.96892,rtk_fixed,58.0315333,56.3266216,147.168,9.31,-5.609,0.139,329.07590389210117
399.96894,rtk_fixed,58.0316179,56.3265255,146.979,9.456,-5.734,0.101,328.23249555030407
400.96894,rtk_fixed,58.0317044,56.3264282,146.815,9.606,-5.739,0.099,328.9488146659225
401.96896,rtk_fixed,58.0317867,56.3263352,146.715,9.034,-5.447,0.107,329.1709188120299
402.96896,rtk_fixed,58.0318653,56.3262439,146.629,8.656,-5.363,0.05,328.683389558426
403.96896,rtk_fixed,58.0319411,56.3261559,146.566,8.363,-5.105,0.092,327.9677862143636
404.96898,rtk_fixed,58.0320123,56.3260757,146.495,7.678,-4.54,0.045,328.6023007073949
405.96898,rtk_fixed,58.0320724,56.3260074,146.437,6.242,-3.79,0.033,327.8104697042553
406.96898,rtk_fixed,58.0321185,56.3259536,146.417,4.664,-2.909,0.003,327.8437082281289
407.969,rtk_fixed,58.0321556,56.3259105,146.41,4.116,-2.529,0.009,327.988611243457
408.969,rtk_fixed,58.0321923,56.3258683,146.394,4.066,-2.474,0.004,328.9288078277623
409.969,rtk_fixed,58.032228,56.3258276,146.423,3.884,-2.372,-0.01,327.2355671697659
410.96902,rtk_fixed,58.0322625,56.3257877,146.4,3.639,-2.272,0.255,328.3820296617951
411.96902,rtk_fixed,58.0322947,56.3257496,146.448,3.49,-2.194,-0.054,328.321871875076
412.96904,rtk_fixed,58.0323241,56.3257145,146.462,3.223,-2.04,-0.05,327.2827724186751
413.96904,rtk_fixed,58.0323521,56.3256809,146.472,3.014,-1.943,0.015,326.4756681196818
414.96904,rtk_fixed,58.0323774,56.3256505,146.467,2.717,-1.731,-0.007,326.5030230846358
415.96906,rtk_fixed,58.0323985,56.3256251,146.469,2.151,-1.375,-0.004,327.08021755421925
416.96906,rtk_fixed,58.0324119,56.325609,146.468,1.253,-0.803,0.012,326.4742960043923
417.96906,rtk_fixed,58.0324201,56.325599,146.477,0.79,-0.513,0.006,326.9852196192358
418.96908,rtk_fixed,58.0324243,56.3255939,146.482,0.311,-0.201,-0.013,326.3312875227251
419.96908,rtk_fixed,58.0324268,56.3255909,146.47,0.353,-0.232,-0.011,326.6447044671425
420.96908,rtk_fixed,58.0324315,56.325585,146.467,0.602,-0.395,0.021,326.49131084458776
421.9691,rtk_fixed,58.0324383,56.3255765,146.472,0.807,-0.542,0.009,325.8261540433446
422.9691,rtk_fixed,58.0324455,56.3255679,146.477,0.725,-0.468,-0.011,325.51997880068456
423.96912,rtk_fixed,58.0324494,56.325563,146.469,0.336,-0.218,-0.002,327.44894889170945
424.96912,rtk_fixed,58.0324525,56.3255593,146.466,0.353,-0.221,0.011,326.0894307587864
425.96912,rtk_fixed,58.0324571,56.3255535,146.475,0.616,-0.408,-0.008,327.38850642687834
426.96914,rtk_fixed,58.0324667,56.3255417,146.473,1.313,-0.859,0.0,326.1160141581376
427.96914,rtk_fixed,58.032486,56.3255178,146.473,2.509,-1.645,0.015,326.59238526468243
428.96914,rtk_fixed,58.0325163,56.3254801,146.461,3.743,-2.468,0.04,326.9050154549057
429.96916,rtk_fixed,58.0325567,56.3254302,146.442,4.828,-3.114,0.029,327.1989326757507
430.96916,rtk_fixed,58.032603,56.3253769,146.382,5.213,-3.137,0.047,328.5913699297508
431.96916,rtk_fixed,58.0326494,56.3253242,146.34,5.067,-3.087,0.058,328.5283924145398
432.96918,rtk_fixed,58.0326912,56.3252755,146.333,4.468,-2.765,0.027,328.57319493560726
433.96918,rtk_fixed,58.0327305,56.3252299,146.418,4.457,-2.748,-0.207,327.63762531455706
434.9692,rtk_fixed,58.0327688,56.3251834,146.255,4.378,-2.814,0.029,327.4419873116793
435.9692,rtk_fixed,58.0328134,56.3251279,146.215,5.237,-3.482,0.092,326.32278863782005
436.9692,rtk_fixed,58.0328658,56.3250599,146.209,6.059,-4.278,-0.013,323.2324245344694
437.96922,rtk_fixed,58.0329248,56.3249781,146.154,6.757,-5.085,0.08,321.5295675918105
438.96922,rtk_fixed,58.0329892,56.3248822,146.044,7.302,-5.904,0.084,319.57791226069605
439.96922,rtk_fixed,58.0330561,56.3247746,145.94,7.418,-6.524,0.107,317.817497676505
440.96924,rtk_fixed,58.033122,56.3246619,145.809,7.287,-6.649,0.162,317.08564895964776
441.96924,rtk_fixed,58.0331852,56.3245503,145.693,6.915,-6.508,0.143,316.2694699854141
442.96924,rtk_fixed,58.0332415,56.3244483,145.619,5.976,-5.711,0.079,315.80936046879873
443.96926,rtk_fixed,58.0332884,56.3243641,145.512,4.896,-4.716,0.103,315.1182461112178
444.96926,rtk_fixed,58.0333248,56.3242958,145.455,3.711,-3.715,0.085,314.3574567300495
445.96928,rtk_fixed,58.0333518,56.3242446,145.385,2.753,-2.78,0.056,313.40628840779823
446.96928,rtk_fixed,58.0333748,56.3242005,145.335,2.516,-2.566,0.034,312.9749837719161
447.96928,rtk_fixed,58.0333964,56.3241589,145.287,2.431,-2.47,0.035,311.8124718379889
448.9693,rtk_fixed,58.0334178,56.3241122,145.205,2.416,-2.919,0.058,308.10598539469555
449.9693,rtk_fixed,58.0334415,56.3240565,145.107,2.772,-3.475,0.11,308.9241431398584
450.9693,rtk_fixed,58.0334721,56.3239948,144.956,3.724,-3.652,0.161,317.42465700092424
451.96932,rtk_fixed,58.0335137,56.3239287,144.815,4.987,-4.095,0.155,320.75864682317825
452.96932,rtk_fixed,58.0335637,56.3238491,144.631,5.809,-4.962,0.166,318.3339437120114
453.96932,rtk_fixed,58.0336184,56.3237581,144.464,5.973,-5.437,0.27,317.47672374404056
454.96934,rtk_fixed,58.0336722,56.3236657,144.349,5.908,-5.478,0.151,316.79288474062923
455.96934,rtk_fixed,58.0337234,56.3235767,144.208,5.525,-5.096,0.125,317.3540543615053
456.96934,rtk_fixed,58.0337654,56.3235023,144.094,4.297,-4.038,0.099,316.27014643757406
457.96936,rtk_fixed,58.0337955,56.3234475,144.044,2.996,-2.919,0.079,316.33284027970313
458.96936,rtk_fixed,58.033822,56.3233991,144.011,3.096,-2.86,0.061,314.6580147450665
459.96938,rtk_fixed,58.0338499,56.3233485,143.811,3.233,-3.077,0.074,314.93488439148996
460.96938,rtk_fixed,58.033882,56.3232906,143.643,3.869,-3.671,0.099,315.9930762663603
461.96938,rtk_fixed,58.0339208,56.323218,143.449,4.644,-4.55,0.072,315.00678196492396
462.9694,rtk_fixed,58.0339671,56.3231301,143.223,5.447,-5.46,0.228,313.9608412280763
463.9694,rtk_fixed,58.034021,56.3230281,142.952,6.229,-6.216,0.288,314.80180671794835
464.9694,rtk_fixed,58.0340788,56.3229188,142.667,6.53,-6.521,0.242,315.2235056905963
465.96942,rtk_fixed,58.0341383,56.3228069,142.397,6.696,-6.666,0.272,315.14759666108984
466.96942,rtk_fixed,58.0342007,56.3226915,142.124,7.062,-6.877,0.249,315.30203603999144
467.96942,rtk_fixed,58.0342663,56.3225707,141.823,7.39,-7.259,0.278,314.2454000983808
468.96944,rtk_fixed,58.034333,56.3224461,141.452,7.415,-7.356,0.379,314.06609401092277
469.96944,rtk_fixed,58.0344001,56.3223226,140.992,7.509,-7.26,0.43,315.39000383054156
470.96946,rtk_fixed,58.0344668,56.3222035,140.523,7.34,-6.897,0.448,315.39054675823417
471.96946,rtk_fixed,58.0345284,56.322094,140.106,6.66,-6.212,0.466,316.2965051353811
472.96946,rtk_fixed,58.0345811,56.3220004,139.71,5.554,-5.321,0.315,315.21418517616087
473.96948,rtk_fixed,58.0346304,56.3219092,139.372,5.516,-5.475,0.354,315.0173640866919
474.96948,rtk_fixed,58.0346808,56.3218143,138.926,5.678,-5.664,0.429,315.74110006052814
475.96948,rtk_fixed,58.0347341,56.3217171,138.469,6.078,-5.786,0.469,316.581408978956
476.9695,rtk_fixed,58.0347913,56.321616,137.908,6.496,-6.087,0.567,315.36055796209604
477.9695,rtk_fixed,58.0348518,56.3215073,137.225,6.845,-6.56,0.691,315.5572760516851
478.9695,rtk_fixed,58.0349167,56.3213928,136.422,7.317,-6.625,0.659,317.1399280249579
479.96952,rtk_fixed,58.0349842,56.3212745,135.623,7.561,-7.038,0.849,316.3656290461471
480.96952,rtk_fixed,58.0350535,56.3211526,134.882,7.794,-7.177,0.862,316.8425647583999
481.96954,rtk_fixed,58.0351244,56.321029,134.061,7.961,-7.353,0.761,316.30385806429365
482.96954,rtk_fixed,58.035196,56.3209027,133.207,7.994,-7.48,0.834,315.5496643280496
483.96954,rtk_fixed,58.0352681,56.3207759,132.348,8.216,-7.601,0.699,317.17884832035975
484.96956,rtk_fixed,58.0353417,56.3206456,131.418,8.191,-7.719,0.961,315.70007530762
485.96956,rtk_fixed,58.0354161,56.3205108,130.473,8.421,-7.981,0.962,316.0808779191607
486.96956,rtk_fixed,58.0354936,56.3203752,129.457,8.876,-7.945,1.235,316.29716395072717
487.96958,rtk_fixed,58.0355738,56.3202368,128.383,9.072,-8.202,1.132,317.6233707039172
488.96958,rtk_fixed,58.0356556,56.3200959,127.297,9.12,-8.345,1.141,317.6536527204404
489.96958,rtk_fixed,58.0357371,56.3199546,126.049,9.049,-8.34,1.202,317.71545341962695
490.9696,rtk_fixed,58.0358162,56.3198155,124.675,8.643,-8.171,1.414,316.0330809889743
491.9696,rtk_fixed,58.0358943,56.3196764,123.283,8.687,-8.266,1.366,315.22463576735953
492.96962,rtk_fixed,58.0359735,56.3195368,121.807,8.842,-8.307,1.494,317.66727678597863
493.96962,rtk_fixed,58.036058,56.3193931,120.44,9.543,-8.576,1.49,318.37084823403694
494.96962,rtk_fixed,58.0361444,56.3192483,118.985,9.464,-8.542,1.627,319.6915144659129
495.96964,rtk_fixed,58.036232,56.3191153,117.674,9.729,-7.629,1.323,321.6217616277753
496.96964,rtk_fixed,58.0363202,56.3189958,116.341,9.907,-6.896,1.259,324.8525965445647
497.96964,rtk_fixed,58.0364103,56.3188792,114.923,10.146,-6.92,1.386,325.52155682931044
498.96966,rtk_fixed,58.0365049,56.318761,113.379,10.684,-6.935,1.619,325.90824744778394
499.96966,rtk_fixed,58.0366001,56.3186442,111.695,10.481,-6.99,1.654,326.4501503127047
500.96966,rtk_fixed,58.0366919,56.3185286,110.213,10.133,-6.8,1.616,326.3060922585526
501.96968,rtk_fixed,58.0367826,56.3184155,108.703,9.932,-6.583,1.401,326.0906908405313
502.96968,rtk_fixed,58.0368681,56.3183112,107.045,9.432,-6.054,1.404,325.8838750237794
503.9697,rtk_float,58.0369543,56.3182065,105.56,9.592,-6.193,1.658,326.33548675195647
504.9697,rtk_float,58.0370413,56.318099,104.419,9.671,-6.315,1.308,326.1603635225749
505.9697,rtk_fixed,58.0371255,56.3179937,103.625,9.04,-5.969,1.074,326.8153065441599
506.96972,rtk_fixed,58.0371972,56.3179037,102.728,7.511,-5.011,0.691,325.69747848354206
507.96972,rtk_fixed,58.0372533,56.3178338,102.105,5.674,-3.721,0.722,325.54604992231754
508.96972,rtk_fixed,58.0372941,56.3177836,101.569,4.183,-2.716,0.509,327.2679094784094
509.96974,rtk_fixed,58.0373294,56.3177401,101.198,3.872,-2.508,0.446,326.7582969979679
510.96974,rtk_fixed,58.0373583,56.3177065,100.88,2.861,-1.623,0.334,333.1325623029017
511.96974,rtk_fixed,58.0373826,56.3176908,100.632,2.752,-0.629,0.219,354.4321910896243
512.96976,rtk_fixed,58.0374083,56.3176958,100.592,2.924,0.728,0.054,20.5394831164492
513.96976,rtk_fixed,58.037435,56.317727,100.646,2.916,2.365,-0.07,43.2804710810577
514.96976,rtk_fixed,58.0374602,56.317786,100.746,2.747,3.984,-0.139,56.04304956207234
515.96978,rtk_fixed,58.0374872,56.3178667,100.883,3.093,5.13,-0.135,58.9083325962535
516.96978,rtk_fixed,58.0375159,56.3179673,101.033,3.226,6.291,-0.173,63.08957930656573
517.9698,rtk_fixed,58.0375464,56.3180853,101.237,3.507,7.216,-0.229,63.56991256750269
518.9698,rtk_fixed,58.0375785,56.3182089,101.465,3.547,7.244,-0.216,63.177675902690424
519.9698,rtk_fixed,58.0376094,56.3183288,101.634,3.421,7.023,-0.215,63.0385504065278
520.96982,rtk_fixed,58.0376395,56.3184465,101.812,3.327,6.902,-0.183,63.49602876266627
521.96982,rtk_fixed,58.0376676,56.3185576,102.019,3.042,6.367,-0.219,65.01968115185817
522.96982,rtk_fixed,58.0376909,56.3186531,102.202,2.411,5.271,-0.172,64.55172845990882
523.96984,rtk_fixed,58.037708,56.3187233,102.331,1.678,3.614,-0.149,64.28802570665626
524.96984,rtk_fixed,58.0377181,56.3187639,102.391,0.901,1.88,-0.055,64.3232691071614
525.96984,rtk_fixed,58.037722,56.31878,102.406,0.329,0.727,-0.019,64.06862938678532
526.96986,rtk_fixed,58.0377239,56.3187874,102.42,0.139,0.302,-0.005,64.02734642661731
527.96986,rtk_fixed,58.037724,56.3187878,102.416,0.003,0.001,-0.014,64.88394532764383
528.96988,rtk_fixed,58.037724,56.3187878,102.42,0.0,0.0,-0.002,64.60371972741973
529.96988,rtk_fixed,58.037724,56.3187878,102.42,0.005,-0.002,-0.006,63.819202920919594
530.96988,rtk_fixed,58.037724,56.3187878,102.425,0.001,0.001,-0.007,64.76897414589894
531.9699,rtk_fixed,58.037724,56.3187878,102.422,0.014,-0.005,-0.004,64.67831078224847
532.9699,rtk_fixed,58.037724,56.3187878,102.422,-0.015,0.007,0.035,64.57891621086216
533.9699,rtk_fixed,58.037724,56.3187878,102.424,-0.006,0.003,0.012,64.39486445024374
534.96992,rtk_fixed,58.037724,56.3187879,102.424,-0.008,0.008,0.013,64.40779469478721
535.96992,rtk_fixed,58.037724,56.3187878,102.426,-0.001,0.0,-0.002,65.04055519340211
536.96992,rtk_fixed,58.037724,56.3187878,102.426,0.004,0.001,-0.019,64.75159388423765
537.96994,rtk_fixed,58.037724,56.3187878,102.423,0.004,-0.001,-0.01,63.719768860441455
538.96994,rtk_fixed,58.037724,56.3187878,102.424,-0.006,0.003,0.001,64.32315327144731
539.96996,rtk_fixed,58.037724,56.3187878,102.418,0.0,-0.005,-0.004,63.428200693193006
540.96996,rtk_fixed,58.037724,56.3187878,102.426,0.003,-0.004,-0.008,63.62121894485016
541.96996,rtk_fixed,58.037724,56.3187878,102.425,0.004,0.001,-0.008,65.10775674644565
542.96998,rtk_fixed,58.037724,56.3187878,102.413,0.001,0.0,-0.001,63.56258819560868
543.96998,rtk_fixed,58.037724,56.3187878,102.427,-0.005,0.0,0.013,64.40243753438679
544.96998,rtk_fixed,58.037724,56.3187878,102.421,0.004,-0.001,-0.001,64.84440841969656
545.97,rtk_fixed,58.037724,56.3187878,102.427,0.001,0.003,-0.004,64.24954192346094
546.97,rtk_fixed,58.0377241,56.3187879,102.432,0.005,-0.002,-0.017,63.74348195614743
547.97,rtk_fixed,58.037724,56.3187878,102.431,0.005,0.002,-0.009,64.09236832907311
548.97002,rtk_fixed,58.037724,56.3187878,102.416,-0.007,0.004,0.006,64.29249253811439
549.97002,rtk_fixed,58.037724,56.3187878,102.424,-0.001,0.003,0.023,64.15890856859326
550.97004,rtk_fixed,58.0377244,56.3187894,102.417,0.08,0.151,0.004,64.12408198834072
551.97004,rtk_fixed,58.0377283,56.318805,102.44,0.628,1.349,-0.028,64.95375102431325
552.97004,rtk_fixed,58.037739,56.3188462,102.512,1.433,2.865,-0.091,63.43475002261786
553.97006,rtk_fixed,58.0377562,56.3189095,102.641,2.115,4.081,-0.142,62.56648324833025
554.97006,rtk_fixed,58.0377798,56.3189872,102.804,2.821,4.669,-0.134,57.1818852006527
555.97006,rtk_fixed,58.0378113,56.3190618,102.875,3.872,4.102,-0.07,41.908946599732396
556.97008,rtk_fixed,58.0378543,56.3191128,102.771,5.113,2.477,0.2,19.52092213046536
557.97008,rtk_fixed,58.0379062,56.3191282,102.36,5.94,0.259,0.357,356.9404860417938
558.97008,rtk_fixed,58.0379619,56.3191128,101.984,6.368,-1.333,0.374,345.9251044907674
559.9701,rtk_fixed,58.0380238,56.3190758,101.56,7.123,-2.512,0.463,338.66585028984514
560.9701,rtk_fixed,58.0380925,56.3190247,101.115,7.864,-3.237,0.489,338.0304312027419
561.97012,rtk_fixed,58.0381671,56.3189654,100.611,8.386,-3.583,0.523,335.4935464332796
562.97012,rtk_fixed,58.0382442,56.3189029,100.079,8.646,-3.737,0.492,336.73809463517455
563.97012,rtk_fixed,58.0383232,56.3188388,99.6,8.865,-3.783,0.479,336.17950819152753
564.97014,rtk_fixed,58.0384032,56.3187748,99.139,8.93,-3.756,0.458,335.8297333220306
565.97014,rtk_fixed,58.0384817,56.3187136,98.748,8.63,-3.521,0.383,337.5920207586892
566.97014,rtk_fixed,58.0385575,56.3186571,98.482,8.47,-3.268,0.218,338.2983778246764
567.97016,rtk_fixed,58.0386337,56.3186066,98.289,8.459,-2.859,0.142,341.3794299567914
568.97016,rtk_fixed,58.0387076,56.3185669,98.218,8.155,-2.119,0.059,346.1794902623137
569.97016,rtk_fixed,58.0387793,56.3185373,98.271,7.916,-1.631,-0.052,348.1104448390572
570.97018,rtk_fixed,58.0388499,56.3185027,98.4,7.947,-2.374,-0.138,341.8895346683003
571.97018,rtk_fixed,58.0389285,56.318458,98.575,9.13,-2.597,-0.145,344.00757414613594
572.9702,rtk_fixed,58.039017,56.3184197,98.783,10.157,-2.091,-0.246,348.93149275566265
573.9702,rtk_fixed,58.0391138,56.3183897,99.139,11.016,-1.63,-0.387,352.4922963569894
574.9702,rtk_fixed,58.0392164,56.3183644,99.426,11.612,-1.482,-0.269,352.3663745216953
575.97022,rtk_fixed,58.0393244,56.3183391,99.737,12.216,-1.55,-0.315,351.87903754817506
576.97022,rtk_fixed,58.0394349,56.3183152,100.104,12.208,-1.385,-0.347,353.7248393034602
577.97022,rtk_fixed,58.0395399,56.3182932,100.464,11.463,-1.234,-0.355,353.1334098213761
578.97024,rtk_fixed,58.0396368,56.3182746,100.806,10.463,-1.043,-0.289,354.0142715424748
579.97024,rtk_fixed,58.0397264,56.318259,101.114,9.802,-0.9,-0.312,353.52382040659563
580.97024,rtk_fixed,58.0398125,56.3182441,101.368,9.505,-0.857,-0.297,354.4348267535933
581.97026,rtk_fixed,58.039898,56.3182304,101.571,9.61,-0.791,-0.185,355.5191157126599
582.97026,rtk_fixed,58.0399874,56.3182162,101.837,10.173,-0.892,-0.268,355.68829294643626
583.97028,rtk_fixed,58.0400834,56.3182021,102.133,10.925,-0.815,-0.272,354.6090889198192
584.97028,rtk_fixed,58.0401861,56.3181879,102.323,11.591,-0.937,-0.172,354.93128708170747
585.97028,rtk_fixed,58.0402938,56.3181716,102.363,12.076,-0.816,-0.056,356.3641203407964
586.9703,rtk_fixed,58.0404018,56.3181571,102.241,11.892,-0.642,0.194,356.01634598678726
587.9703,rtk_float,58.0405137,56.3181418,102.086,12.747,-0.915,0.077,355.30163247329426
588.9703,rtk_float,58.0406325,56.3181207,101.826,13.679,-1.518,0.436,355.21783466560464
589.97032,rtk_float,58.0407576,56.3181032,101.087,14.156,-1.019,0.612,355.1491098302277
590.97032,rtk_float,58.0408875,56.3180867,100.115,14.698,-0.942,0.952,354.81443169746234
591.97032,rtk_float,58.041021,56.3180694,99.132,14.967,-0.97,0.996,356.7502005543342
592.97034,rtk_fixed,58.0411554,56.3180655,97.808,14.572,-0.525,0.958,358.3358125488556
593.97034,rtk_fixed,58.0412795,56.3180678,97.092,13.557,0.405,0.745,3.6509925273580786
594.97034,rtk_fixed,58.0413989,56.3180983,96.788,13.143,2.547,0.334,12.939337760806627
595.97036,rtk_fixed,58.0415126,56.318169,96.724,12.483,4.75,0.075,21.753291075219853
596.97036,rtk_fixed,58.0416232,56.3182636,96.685,12.363,5.832,0.029,24.23786221174384
597.97038,rtk_fixed,58.041737,56.3183674,96.617,12.788,6.309,0.072,24.589324190554112
598.97038,rtk_fixed,58.0418549,56.3184748,96.586,13.279,6.437,0.066,25.489924794129852
599.97038,rtk_fixed,58.041976,56.3185849,96.536,13.536,6.509,0.033,25.904390577527007
600.9704,rtk_fixed,58.0420982,56.318696,96.524,13.698,6.567,0.11,25.236243401596287
601.9704,rtk_fixed,58.0422214,56.3188089,96.482,13.677,6.69,0.003,25.968737179980778
602.9704,rtk_fixed,58.0423445,56.3189203,96.437,13.694,6.57,0.046,25.804344098702366
603.97042,rtk_fixed,58.0424666,56.319032,96.417,13.476,6.657,0.126,25.212225027695514
604.97042,rtk_fixed,58.0425864,56.3191448,96.358,13.283,6.662,0.006,26.79810520084775
605.97042,rtk_fixed,58.0427047,56.3192554,96.321,13.096,6.501,0.005,25.167512809719682
606.97044,rtk_fixed,58.0428234,56.3193651,96.285,13.236,6.421,0.057,25.149275787846065
607.97044,rtk_fixed,58.0429434,56.3194759,96.26,13.401,6.578,0.069,26.731979234749872
608.97046,rtk_fixed,58.0430641,56.3195891,96.212,13.488,6.716,0.043,25.79329529200085
609.97046,rtk_fixed,58.0431858,56.3197034,96.176,13.58,6.731,0.049,25.75571112896262
610.97046,rtk_fixed,58.0433084,56.3198163,96.141,13.686,6.657,0.041,25.806493837399724
611.97048,rtk_fixed,58.0434326,56.3199295,96.109,13.897,6.736,0.029,25.657269758452777
612.97048,rtk_fixed,58.0435578,56.3200446,96.122,13.978,6.822,-0.014,25.066616273661747
613.97048,rtk_fixed,58.0436841,56.3201614,96.127,14.161,6.882,-0.009,25.605179909664166
614.9705,rtk_fixed,58.0438106,56.3202784,96.165,14.0,6.956,0.057,26.266140226179967
615.9705,rtk_fixed,58.0439361,56.3203952,96.176,13.988,6.886,-0.002,26.130025784628565
616.9705,rtk_fixed,58.0440626,56.3205104,96.221,14.089,6.816,0.06,25.541085235023026
617.97052,rtk_fixed,58.04419,56.320625,96.243,14.093,6.819,0.026,25.946894681221117
618.97052,rtk_fixed,58.0443162,56.3207407,96.13,14.033,6.835,0.11,24.669219700063056
619.97054,rtk_fixed,58.0444428,56.3208574,96.104,14.125,6.877,0.077,25.35227225600244
620.97054,rtk_fixed,58.0445695,56.3209727,96.077,14.053,6.737,-0.002,25.50409438484228
621.97054,rtk_fixed,58.0446964,56.3210862,96.008,14.202,6.629,-0.017,24.756189098401563
622.97056,rtk_fixed,58.0448248,56.3211987,96.012,14.411,6.652,-0.018,23.9628166477339
623.97056,rtk_fixed,58.0449538,56.321313,95.966,14.348,6.78,0.048,24.92146185779032
624.97056,rtk_fixed,58.0450834,56.321427,95.966,14.468,6.73,0.034,23.579542792252255
625.97058,rtk_fixed,58.045215,56.3215411,95.929,14.756,6.738,0.038,23.175597538253015
626.97058,rtk_fixed,58.0453492,56.3216561,95.859,15.002,6.823,0.076,24.640692229534153
627.97058,rtk_fixed,58.0454856,56.3217734,95.811,15.247,6.987,0.071,24.510824017360182
628.9706,rtk_fixed,58.0456223,56.3218924,95.811,15.12,7.051,0.164,24.164743729010574
629.9706,rtk_fixed,58.0457575,56.3220113,95.806,15.034,7.039,0.048,24.71073119719486
630.9706,rtk_fixed,58.0458924,56.32213,95.809,15.004,6.997,-0.041,24.273608826085535
631.97062,rtk_fixed,58.0460267,56.3222477,95.819,14.932,6.945,0.02,25.24715852963278
632.97062,rtk_fixed,58.0461598,56.3223655,95.783,14.789,6.951,0.051,24.655128283264908
633.97064,rtk_fixed,58.0462916,56.3224829,95.773,14.648,6.917,0.025,24.182714516901335
634.97064,rtk_fixed,58.0464222,56.3225977,95.84,14.508,6.728,-0.057,23.79757369557871
635.97064,rtk_fixed,58.0465514,56.3227099,95.919,14.332,6.622,-0.089,24.050078913522825
636.97066,rtk_fixed,58.0466788,56.3228213,96.026,14.122,6.609,-0.14,24.928737055842095
637.97066,rtk_fixed,58.0468039,56.3229368,95.996,13.985,6.806,-0.001,25.765378760992586
638.97066,rtk_fixed,58.0469301,56.3230536,95.881,14.096,6.929,0.127,25.40913243890901
639.97068,rtk_fixed,58.0470577,56.3231713,95.773,14.266,6.967,0.1,25.87340272366242
640.97068,rtk_fixed,58.047187,56.3232911,95.654,14.448,7.126,0.1,25.93853295668564
641.97068,rtk_fixed,58.0473184,56.3234117,95.55,14.715,7.062,0.034,25.029744220062188
642.9707,rtk_fixed,58.0474505,56.3235328,95.462,14.715,7.171,0.089,25.166031185913535
643.9707,rtk_fixed,58.0475822,56.3236555,95.402,14.635,7.316,0.062,25.33620998121937
644.97072,rtk_fixed,58.0477134,56.3237815,95.384,14.634,7.493,0.016,26.240048837579977
645.97072,rtk_fixed,58.0478455,56.3239102,95.432,14.737,7.643,-0.004,27.521040939052376
646.97072,rtk_fixed,58.0479784,56.324041,95.434,14.834,7.757,-0.024,26.61279649648598
647.97074,rtk_fixed,58.048112,56.3241743,95.468,14.875,7.919,-0.032,27.383894769799387
648.97074,rtk_fixed,58.0482455,56.3243076,95.504,14.873,7.844,-0.053,28.070418989208825
649.97074,rtk_fixed,58.0483783,56.3244408,95.615,14.746,7.89,-0.1,28.68897076463689
650.97076,rtk_fixed,58.0485107,56.3245751,95.738,14.77,7.962,-0.126,27.85237663319798
651.97076,rtk_fixed,58.0486441,56.3247118,95.87,14.915,8.091,-0.124,28.104729244728258
652.97076,rtk_fixed,58.0487794,56.3248496,96.008,15.111,8.172,-0.189,29.20887116614138
653.97078,rtk_fixed,58.048915,56.3249912,96.156,15.097,8.412,-0.133,29.479575584296825
654.97078,rtk_fixed,58.0490479,56.3251358,96.283,14.618,8.608,-0.137,30.414801839927456
655.9708,rtk_fixed,58.0491764,56.3252802,96.388,14.324,8.297,-0.126,28.181608094024266
656.9708,rtk_fixed,58.049304,56.3254137,96.459,14.117,7.802,-0.05,28.25444925009998
657.9708,rtk_fixed,58.0494304,56.3255442,96.537,14.13,7.672,-0.113,28.253368965903096
658.97082,rtk_fixed,58.0495581,56.3256748,96.648,14.256,7.777,-0.105,28.572606005896393
659.97082,rtk_fixed,58.0496866,56.3258094,96.764,14.329,8.041,-0.09,29.0245923740809
660.97082,rtk_fixed,58.0498161,56.3259483,96.862,14.452,8.269,-0.12,29.683826126068766
