E,N,h
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6949562897641,8.0903600631808,-0.0647812972007387
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
39.6928647821903,8.08807752611602,-0.134446464753182
