time,dist1,dist2,dist3,dist4,dist5,dist6
0.0,441.741452759009,466.8946996461638,449.9591897430233,394.8479012422726,596.9433677280012,636.0414694324777
0.0199949999999944,443.00539893747555,465.1874992830412,452.21352275940137,394.3188091856674,594.9113416584228,637.6733053029658
0.0399949999999904,443.943635719558,466.1196433190219,451.8921326042366,396.67112021775955,596.1259381304818,634.8572559208397
0.0599950000000006,443.6350513187994,466.15559910837044,451.9343269050026,396.17515597951376,597.2210270053474,635.9474305766059
0.0799990000000008,442.8745179016448,467.22199268936555,451.81493801552244,395.36761123806275,596.8662719718693,635.445757636751
0.0999959999999902,444.11220700007794,466.2582866121531,452.80213583580894,396.74711604811546,596.2693458443109,635.5169943717353
0.1227009999999921,444.68776170860724,467.9323622054407,450.72039450042644,396.0891493574626,594.2567672330107,635.4973834030578
0.1399959999999964,444.5184544566156,467.5849377758023,451.19651778423093,397.0684643067934,596.0701180771973,634.997281898621
0.1599959999999924,439.2932464588107,469.0959555945991,450.38853212250336,395.5298909821506,597.4289538520609,634.449586059604
0.1799989999999951,443.8745640326837,466.0257071285861,452.8084076392882,395.01462794453215,595.0170603356271,636.1905843109855
0.1999950000000012,443.0147156977093,466.6023151234692,450.0470578917054,396.4740282012989,596.0602770926919,633.5596190556031
0.2199959999999947,442.4084889072293,466.78963136724144,451.2397092602695,395.6765608626703,596.5824435273302,636.6498879854539
0.2399949999999933,442.8506979795437,465.9533312662632,450.8016142585283,395.07453437143056,594.5779902061198,633.4119982252116
0.259996000000001,442.7244170752577,467.5019780240593,453.182561704022,396.57664295861196,595.5507761367919,635.0258282460552
0.279997999999992,444.11286776336794,466.28275360826103,453.268021841835,395.03538262228625,593.7912783599609,635.2268043764695
0.299995999999993,444.01276230389396,465.3670040997536,451.68234029396825,394.7228566973068,596.9599968150615,635.9781907735166
0.3199949999999916,442.5523846738184,466.37200813700247,450.55890653978264,394.4504570617465,595.028707503969,635.14257530152
0.3400239999999996,442.7054880899624,465.69409016081545,450.12383299664276,394.67592026862843,597.2794570372887,635.9389140756147
0.3600069999999959,442.881554173232,467.4579482006077,451.47118998103883,395.79505090342866,597.3764178608042,634.8099665031757
0.3806379999999905,444.5530688362139,465.43781963848966,452.8846343643513,394.18219072847404,595.9841115896472,636.397021574166
0.3999949999999899,444.1545081804858,465.25973209017707,451.4311982472448,397.1899796228643,594.7153264055291,637.1127907418307
0.4199940000000026,443.8387615641592,467.7601633128291,450.5968623912375,395.28429483360475,595.5276470123715,637.8673481595007
0.4399959999999936,444.70336839963454,464.8723196517492,452.58946874760886,395.6994079047027,595.2113368741894,637.0964081439379
0.4599959999999896,442.95407574058333,467.2145733494696,451.75767611866644,394.1996008086935,596.1038177275404,634.8005174609702
0.4799979999999948,442.47463234924413,467.10818877841393,450.5868327250704,396.26573906003875,595.5470328751184,637.5102923670815
0.4999959999999959,442.19190379935094,465.83261727901004,452.94341079148467,395.5849119403047,592.408080647292,634.6062957005936
0.5199959999999919,442.6404073347753,467.147958797315,451.1942447690157,395.25186405474443,594.5356517666296,635.993928176475
0.5399960000000021,442.33240156190334,466.2398202239072,452.7377303126087,394.84317183216444,595.9292284575913,635.7940256098595
0.5599950000000007,442.49532306565266,466.3693889691306,450.8892848732348,395.00317761396826,595.7372402746013,635.6796363615458
0.5799969999999917,443.2704241078776,466.66664169152733,453.5133615643795,394.27009357159733,594.6734216128098,636.0935842353178
0.5999949999999927,442.33376612299236,466.65981774037436,452.2017395800352,396.11664530225846,594.31268736427,637.5409380877636
0.6199960000000004,443.2389174439118,466.0046656991892,452.248797650145,394.1207926896201,596.928575336718,636.6859190939365
0.640002999999993,444.64634442517774,466.910004748917,451.4038398743392,397.449513974506,595.7127281149884,636.3686848820921
0.6600019999999915,444.08012041200806,465.57838996150036,451.8444926160793,395.10841121559054,595.720067564338,636.0638760962328
0.680618999999993,443.02082477483015,466.95839623534863,450.1336135031373,396.32420555808113,594.4368049884029,638.7422950793875
0.6999969999999962,442.6009648424711,466.55637269789014,451.56900168292555,394.499377198673,595.3279440159125,633.7204523482391
0.7199949999999973,445.2852164829821,468.723711462768,451.5751389816589,395.3842462699725,594.5017424105789,637.3194203960873
0.7399959999999908,442.08619419027224,466.83293817476704,452.35985598447076,395.15092453656223,594.8188657170805,636.3298724253411
0.759996000000001,441.4056764792878,466.8698406110314,452.14450535019125,394.20952667150823,595.5853227425273,634.2398821332924
0.7799969999999945,444.31803370435586,465.2191334395576,450.36276656695435,395.0085547987176,596.0146819618683,636.6725018715904
0.799995999999993,444.574543249706,466.9945141965012,451.82624316028955,395.5380178017182,595.9122759817283,635.911506290319
0.8199960000000033,443.8872365946397,465.0473979820987,452.2061275566143,393.9503539746632,594.9296707042503,636.8984177879963
0.8399959999999993,443.13543919018235,466.6896282296415,450.8675100820389,396.88696842758134,595.5606794056596,636.234333484376
0.8599959999999953,443.7336655525114,467.68697388397413,450.1622149310462,395.2104713441912,597.7836083345098,636.149951988251
0.879997000000003,444.3305603501595,466.5716504953184,450.2920251079177,396.9719323310518,595.579735265819,637.1497922957069
0.8999960000000016,442.4275769107489,467.0712730969736,451.20295371424027,395.365573993262,596.4049451604117,636.5458417791835
0.91980199999999,443.4565134088059,466.2637835418384,450.53589253620004,396.27952260447057,597.0502868181105,636.6050495102944
0.9400019999999928,444.77225744707874,466.63844201642985,451.0571922502515,395.07567220727867,594.6594114592997,635.8496709196384
0.9600049999999952,442.84399676312853,468.0533175694837,452.4763478167978,396.6059028023191,594.0724061113224,637.3997084757049
