time,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
1646.229035,0.0554117472322774,0.0248991804348338,0.0007657986733354,0.422100567817688,-0.471580478549004,-10.329546546936
1646.249037,-0.0201683730000095,0.0070505278621743,-0.0029980821036717,0.896031019091606,0.0183576822280884,-9.36505737304688
1646.269039,-0.0048219548959635,-0.0191718247104348,0.0001392923850673,0.268922680616379,0.163368067890406,-10.858661365509
1646.28904,0.0053571337377817,-0.0113792486459057,-0.0027264731883715,0.162336923182011,-0.210473310947418,-8.17379932403565
1646.309044,-0.0147224815443977,0.0037600900629577,-0.0025311600683982,0.116807520389557,0.486833882331848,-8.73811149597168
1646.329036,0.0115609776094427,0.0293639774222241,-0.0009673208500594,0.103053736686707,-0.4340527176857,-10.5362652778626
1646.3490390000002,0.0195100589649385,0.024092109465318,-0.0075887760564472,0.97859605550766,-0.159604688733816,-9.15206117630005
1646.3690410000002,-0.0548553227853279,-0.0136804019572883,-0.0032812873031227,0.491307687759399,0.223655295372009,-11.3177978515625
1646.388824,0.0109748304563708,-0.0075348618376578,-0.0019773663068691,0.0220739603042603,-0.20652984380722,-8.44697914123535
1646.409639,-0.05049892974465,0.0034381060629569,-0.003768504017438,0.152141319215298,0.425337076187134,-9.43781108856201
1646.429035,0.0326648797878455,0.0316020460080262,-0.0016662783793629,0.0288382142782211,-0.244246745109558,-9.9729208946228
1646.449039,-0.0117174594645908,0.018475512454757,-0.0064015004477224,1.16040640175343,-0.388465791940689,-9.47115268707275
1646.469,-0.0512036441610728,-0.0062951581724512,-0.0031437085550159,0.240786290168762,0.260896541923285,-11.5921349525452
1646.4890380000002,0.0044814887052466,-0.0096460749419758,-0.0018470701394883,0.250015473365784,-0.13381695151329,-8.7167218208313
1646.509002,-0.0768012669903106,0.0020255505716061,-0.0046363309778094,-0.0336921691894531,0.306282997131348,-9.20936980247498
1646.529003,0.0554887772167588,0.0336964295906915,-0.0034431826400017,0.263560405373573,0.0243358433246613,-10.0222469329834
1646.549002,-0.0256597512487734,-0.0028412497395224,-0.0068977830213893,0.687263560295105,-0.400904363393784,-9.73280735015869
1646.569001,-0.0394859647138193,0.016763364467616,-0.0046619691270333,0.571690818667412,0.288758833706379,-11.2468590736389
1646.589005,-0.0116835239259724,-0.018544630394473,-0.0012618452465347,0.29652387201786,-0.312640006840229,-9.39785385131836
1646.609002,-0.0374550294670092,0.0045395750027681,-0.006948110627844,-0.138736772537231,0.174983379244804,-8.92282066345215
1646.629009,-0.0001470466523275,0.0254737527569977,-0.0027236897780544,0.342241054773331,0.0518363833427429,-10.8068391799927
1646.649001,0.012879730830432,0.0228971686868702,-0.0074024563874318,0.639696097373962,-0.615962634980679,-9.08007326126099
1646.66876,-0.0545784367569453,-0.0136370622638703,-0.0067153079510514,0.664497184753418,0.416094399988651,-11.9030563354492
1646.689675,0.0170767042014771,-0.0030962069435655,-0.0007217247889134,0.14415535479784,-0.326503920555115,-8.94518918991089
1646.709002,-0.0604859248279632,-0.0016078180260567,-0.0049065522529708,0.190002280473709,0.346691112220287,-9.45071935653687
1646.729002,0.0245261782262953,0.0295555882007135,-0.0020623773489792,0.187900665402412,0.034557980298996,-10.4554566383362
1646.749001,-0.0073773568033776,0.0173802321393321,-0.0055333898236957,0.887495350837708,-0.6408292517066,-9.80719003677368
1646.769002,-0.0541498986124051,-0.0078612494042795,-0.0034168068691044,0.574561023712158,0.432443249225616,-11.9015077590942
