time,lat,lon,alt,VN,VE,VD
1646.229035,55.05936497421366,38.25374309286234,654.632829877181,16.027335911617502,-41.1264252874792,-1.905468786497977
1646.249037,55.06081329563784,38.25478646615396,654.594691529911,16.032722723790098,-41.501473407202,-1.90691736350459
1646.269039,55.05934836325996,38.2537807192344,654.556406255637,15.9547122333325,-41.9231146926925,-1.914263713700848
1646.28904,55.05986252843012,38.25413915869128,654.517594843668,14.168148288260099,-42.2089772186309,-1.940570598446812
1646.309044,55.059665312633726,38.25390371582147,654.478982917889,14.5439226108172,-41.248123369905294,-1.9305962889518469
1646.329036,55.059396976711234,38.25377301697208,654.440231375797,14.502139037365799,-40.6222713909278,-1.9375771045986312
1646.3490390000002,55.05944303524807,38.25380010932077,654.401108843682,14.621720470021302,-40.6622349796033,-1.9561266057507964
1646.3690410000002,55.05960025787615,38.25359883735212,654.361814661234,14.563198135382201,-41.8288089256202,-1.9647091223987443
1646.388824,55.05925225878696,38.25352459866849,654.327682453001,14.8959967592619,-42.1316001078744,-1.7066104116508996
1646.409639,55.05949071883376,38.25364423437713,654.281592226875,14.2006644755211,-42.200476009763804,-2.304511306300583
1646.429035,55.059320048284704,38.25346103396496,654.243511210645,15.6033209293635,-40.8815424183887,-1.9040508114983368
1646.449039,55.05945437306195,38.25350269346427,654.204290139155,15.500096382733,-41.1260366081951,-1.961053574501648
1646.469,55.060135925725184,38.25417320784869,654.16543402284,14.9119176725139,-41.9563095024285,-1.942805815747306
1646.4890380000002,55.0589134478456,38.25318487031168,654.126709599719,16.1459495172737,-42.1031933453234,-1.936221156051943
1646.509002,55.059484083517226,38.253457116121766,654.088898139704,15.5368602201525,-41.770381773754096,-1.8905730007475088
1646.529003,55.0595210981768,38.25371698448203,654.050883670897,15.9347120249858,-40.604255814709205,-1.900723440354568
1646.549002,55.06027028631703,38.254209102311805,654.013136188239,14.9392629873806,-41.6288942595738,-1.887374132900277
1646.569001,55.06000085875988,38.25401400178789,653.975258089653,15.484857036646101,-40.7848765094852,-1.893904929295332
1646.589005,55.05911323783894,38.25309574877188,653.936807030164,14.828344996797,-40.6218255832023,-1.922552974451719
1646.609002,55.0597147073921,38.2537928396008,653.898963428718,16.0792302384866,-42.3566191184887,-1.8921800722978328
1646.629009,55.0595322238359,38.25351531650396,653.860586636782,16.270416919565598,-42.369581660842705,-1.918839596800126
1646.649001,55.05965824893355,38.25370771667821,653.822160099296,15.6411581193388,-42.3952834128009,-1.921326874304441
1646.66876,55.05952727076629,38.25363166142314,653.789117450231,16.0791683949747,-40.501657733935,-1.6521324532504875
1646.689675,55.05964851060947,38.25368562616363,653.743406337152,14.8687576551039,-41.0970300848547,-2.285555653946858
1646.709002,55.05935488316569,38.253313193570015,653.706857803897,15.163969984785899,-41.0867695173104,-1.827426662748621
1646.729002,55.05906316499916,38.2532458458216,653.668587939308,16.2933035325283,-41.5175600391589,-1.9134932294491591
1646.749001,55.060129725947625,38.25373713202124,653.630510864057,16.1846724825757,-42.3874953764496,-1.9038537625533536
1646.769002,55.05955763611321,38.25356817858022,653.592881409042,15.4921952426793,-42.0418844724795,-1.8814727507503903
1646.7891,55.059431557299206,38.2533773463629,653.554916509702,14.4545055585344,-40.978644991099095,-1.8982449669977088
1646.809006,55.06026488869772,38.25401959137756,653.518443915817,15.2860040572945,-41.5481696228166,-1.8236296942518493
1646.829005,55.06048603272416,38.25414306578893,653.481689230411,16.2234799514682,-41.058730144891896,-1.837734270299052
1646.8490020000002,55.05995534171975,38.25378014235599,653.445320614186,15.0102353848098,-42.010558051202004,-1.8184308112495275
1646.869002,55.05904281378587,38.25313621979667,653.408978731981,15.4565237247785,-42.0142977129577,-1.817094110248263
1646.889007,55.059847005992665,38.25363669509716,653.372338972667,15.9791630573236,-41.2722802512827,-1.8319879657042293
1646.909005,55.05898256221714,38.25304881130073,653.336392274723,14.8872145150336,-41.2907018114533,-1.7973348971963787
1646.928758,55.05842549838077,38.25258890659675,653.3059473467,15.3874385655346,-40.4444501052164,-1.5222464011515058
1646.952064,55.06005664678911,38.2535746439003,653.259886495529,15.6538746263651,-41.558071235264094,-2.303042558548896
1646.969002,55.05911577428631,38.25310846863546,653.230335746105,15.9857253505624,-40.4972803263327,-1.4775374712030498
1646.989021,55.06016561304352,38.25358212313283,653.195455908963,15.535379643635698,-41.5706628560569,-1.7439918570971713
1647.009004,55.059536644633255,38.253306278723066,653.161507929415,14.637408561657299,-40.450967700926,-1.697398977398734
1647.029002,55.05985965836336,38.25358137976555,653.127535766553,15.4854060146703,-40.8022608918677,-1.69860814310141
1647.049001,55.059049372199695,38.25300042584794,653.093652339119,15.7034414547178,-41.258803505357406,-1.6941713717017135
1647.069002,55.06011460234205,38.25368067751612,653.059758023704,14.8794822241909,-41.3576511017312,-1.6947157707477345
1647.0890040000002,55.05973936412692,38.25334922864542,653.025469100115,15.420508524678501,-41.599835085631995,-1.7144461794543986
1647.109001,55.059709758251365,38.25328764289324,652.991601313568,15.2493493697861,-41.5640399313312,-1.69338932734604
1647.128995,55.06043027763243,38.2538843365725,652.961824410097,16.4231256771751,-40.621921751380206,-1.4888451735487251
1647.149002,55.05965165913332,38.253326826555735,652.922995253524,15.6486143775569,-42.3033126458055,-1.9414578286500728
1647.1690230000002,55.06088779299839,38.25414425626754,652.888414028153,14.7913053414368,-41.979565837801495,-1.7290612685542328
1647.189003,55.06019889296434,38.25358804756915,652.853897501354,15.4525685254887,-41.1029823453479,-1.7258263399469342
1647.208761,55.05904423543921,38.25251557358139,652.824673312838,16.402332800187402,-40.786493548981895,-1.4612094258040995
1647.229639,55.059120775478966,38.2528863066398,652.784288072872,14.7241363541978,-42.266963161792496,-2.019261998299271
1647.249002,55.05978276240887,38.25336054053949,652.75102859927,14.8096409338801,-41.7752062731088,-1.6629736801007766
1647.269005,55.05914936468859,38.25273388376043,652.716546238701,15.0157802401079,-40.532743532594,-1.724118028448629
1647.289003,55.05996984429535,38.25346789123933,652.681872319438,14.8794045327454,-42.2260359506783,-1.7336959631506943
1647.309002,55.05960563627803,38.25319408831319,652.647652384929,14.6871789303044,-40.4877796528083,-1.7109967254498315
1647.3290040000002,55.05974081171549,38.25325797674949,652.613093035213,15.6760485670398,-41.0518173481251,-1.7279674858002636
