exists,x,y,z
1,52.1570000000000,21.9930000000000,0.454000000000000
1,138.984000000000,-92.6810000000000,0.254000000000000
1,78.1890000000000,-139.061000000000,0.343000000000000
1,-24.4290000000000,-31.2520000000000,0.140000000000000
0,0,0,0
1,-49.9940000000000,63.2610000000000,0.00700000000000000
1,20.3570000000000,-96.5530000000000,0.0930000000000000
0,0,0,0
