E,N,h
82.3646214182885,-63.7275663151887,-0.182808959051386
82.3326929945507,-63.786084761138,-0.182808959051386
82.2874194820992,-63.7609206339066,-0.182808959051386
82.2577574911803,-63.7615207264838,-0.182808959051386
82.2301744965247,-63.7619072900386,-0.182808959051386
82.1915282058674,-63.7705132778486,-0.182808959051386
82.2076226240688,-63.8015703281453,-0.253022243381906
82.2033469022057,-63.7897145443987,-0.253022243381906
82.2992409349632,-63.6826857747928,-0.253022243381906
82.3135673171388,-63.6283555676054,-0.253022243381906
82.3410577224765,-63.5993460286931,-0.253022243381906
82.3099277218645,-63.6340653708911,-0.253022243381906
82.2589466957364,-63.6978893220809,-0.253022243381906
82.2562377732658,-63.7003560281485,-0.253022243381906
82.2886804017414,-63.6975687743978,-0.253022243381906
82.3393977241007,-63.6707952764954,-0.253022243381906
82.3101706202124,-63.638112091299,-0.253022243381906
82.284269573821,-63.6428129054689,-0.253022243381906
82.2601607369809,-63.6008937505642,-0.253022243381906
82.2716518781696,-63.6117766829601,-0.253022243381906
82.2587925161062,-63.5966088464532,-0.253022243381906
82.2615888262064,-63.658802998123,-0.253022243381906
82.2838245674963,-63.699492027212,-0.253022243381906
82.2788169239475,-63.6253719973503,-0.253022243381906
82.3571329477831,-63.5718026668575,-0.253022243381906
82.3615796993397,-63.530712942576,-0.253022243381906
82.4009306644318,-63.5205323096641,-0.253022243381906
82.4109075954738,-63.560475192145,-0.253022243381906
82.4034740840599,-63.6278720393704,-0.253022243381906
82.4346195431475,-63.7042995826291,-0.253022243381906
82.4829966375078,-63.7326285092809,-0.253022243381906
82.4425519322407,-63.7006724787431,-0.253022243381906
83.1802871702509,-64.3779138641545,-0.253022243381906
83.1692255676463,-64.5191500333503,-0.253022243381906
83.1440865307045,-64.4924402000719,-0.253022243381906
82.3649892989112,-63.8244213545022,-0.253022243381906
82.367029960037,-63.8208531368528,-0.253022243381906
82.3702626906827,-63.8398978564978,-0.253022243381906
82.350533703285,-63.7743158749371,-0.253022243381906
82.3491562878932,-63.7763086280228,-0.253022243381906
82.2935100014708,-63.72044955107,-0.253022243381906
82.2832256325035,-63.6802590127087,-0.253022243381906
82.3493074782041,-63.6998967210004,-0.253022243381906
82.3266262377867,-63.6682859050351,-0.253022243381906
82.3120223023322,-63.7042530849493,-0.253022243381906
82.4479342245447,-63.7289040366146,-0.253022243381906
