time,position_type,lat,lon,alt,VN,VE,VD
1650.977920,rtk_fixed,58.100691800,56.410851300,186.489,15.172,10.999,0.227
1651.977940,rtk_fixed,58.100828200,56.411037800,186.284,15.161,10.999,0.223
1652.977940,rtk_fixed,58.100964100,56.411224900,186.125,15.107,11.047,0.153
1653.977940,rtk_fixed,58.101099700,56.411411000,186.035,15.118,10.911,0.096
1654.977960,rtk_fixed,58.101235400,56.411594500,185.982,15.083,10.797,0.041
1655.977960,rtk_fixed,58.101370200,56.411777100,185.975,14.982,10.745,0.025
1656.977960,rtk_fixed,58.101503800,56.411959500,185.958,14.816,10.782,-0.041
1657.977980,rtk_fixed,58.101636700,56.412141300,185.930,14.752,10.746,0.029
1658.977980,rtk_fixed,58.101769500,56.412321600,186.081,14.746,10.630,-0.083
1659.977980,rtk_fixed,58.101902100,56.412501600,186.329,14.805,10.586,-0.211
1660.978000,rtk_fixed,58.102034900,56.412680100,186.568,14.851,10.454,-0.251
1661.978000,rtk_fixed,58.102168500,56.412857700,186.836,14.886,10.488,-0.268
1662.978020,rtk_fixed,58.102302100,56.413037400,187.027,14.886,10.657,-0.194
1663.978020,rtk_fixed,58.102436200,56.413218100,187.278,14.945,10.682,-0.201
1664.978020,rtk_fixed,58.102571300,56.413400000,187.405,15.074,10.737,-0.093
1665.978040,rtk_fixed,58.102707100,56.413584900,187.424,15.178,10.961,-0.032
1666.978040,rtk_fixed,58.102844200,56.413771700,187.434,15.333,11.040,-0.025
1667.978040,rtk_fixed,58.102983100,56.413960300,187.288,15.567,11.130,0.049
1668.978060,rtk_fixed,58.103124100,56.414150300,187.088,15.748,11.233,0.229
1669.978060,rtk_fixed,58.103266400,56.414341800,186.968,15.797,11.371,0.163
1670.978060,rtk_fixed,58.103409900,56.414534500,186.659,16.015,11.362,0.269
1671.978080,rtk_fixed,58.103554300,56.414728400,186.303,16.087,11.431,0.314
1672.978080,rtk_fixed,58.103697900,56.414920400,186.068,15.931,11.288,0.308
1673.978080,rtk_fixed,58.103839900,56.415110200,185.714,15.772,11.163,0.351
1674.978100,rtk_fixed,58.103980100,56.415300400,185.224,15.543,11.237,0.458
1675.978100,rtk_fixed,58.104118600,56.415490600,184.873,15.325,11.208,0.392
1676.978120,rtk_fixed,58.104256000,56.415677700,184.639,15.282,10.965,0.212
1677.978120,rtk_fixed,58.104392400,56.415861300,184.609,15.131,10.802,0.009
1678.978120,rtk_fixed,58.104527900,56.416042500,184.688,15.097,10.636,-0.087
1679.978140,rtk_fixed,58.104662100,56.416223500,184.726,14.953,10.629,-0.050
1680.978140,rtk_fixed,58.104795000,56.416404800,184.665,14.762,10.655,0.056
1681.978140,rtk_fixed,58.104928400,56.416579200,184.627,14.792,10.235,0.081
1682.978160,rtk_fixed,58.105060000,56.416751300,184.533,14.660,10.044,0.129
1683.978160,rtk_fixed,58.105190200,56.416923600,184.312,14.512,10.120,0.093
1684.978160,rtk_fixed,58.105319600,56.417093900,184.212,14.376,10.046,0.209
1685.978180,rtk_fixed,58.105448200,56.417264400,184.192,14.276,10.048,0.053
1686.978180,rtk_fixed,58.105576300,56.417433400,183.995,14.338,9.861,0.125
1687.978200,rtk_fixed,58.105704600,56.417599900,183.932,14.217,9.854,0.084
1688.978200,rtk_fixed,58.105831100,56.417768600,183.996,14.038,9.939,-0.028
1689.978200,rtk_fixed,58.105955800,56.417937500,184.181,13.845,9.918,-0.152
1690.978220,rtk_fixed,58.106079300,56.418105000,184.378,13.728,9.862,-0.262
1691.978220,rtk_fixed,58.106202400,56.418271900,184.567,13.720,9.840,-0.213
1692.978220,rtk_fixed,58.106326100,56.418439300,184.815,13.805,9.886,-0.229
1693.978240,rtk_fixed,58.106450500,56.418606900,185.070,13.894,9.889,-0.261
1694.978240,rtk_fixed,58.106574800,56.418776700,185.283,13.793,10.101,-0.254
1695.978240,rtk_fixed,58.106699200,56.418946600,185.493,13.879,9.962,-0.136
1696.978260,rtk_fixed,58.106825000,56.419113300,185.646,14.066,9.791,-0.148
1697.978260,rtk_fixed,58.106951600,56.419281200,185.707,14.149,9.941,-0.013
1698.978260,rtk_fixed,58.107079600,56.419450500,185.773,14.276,10.038,-0.041
1699.978280,rtk_fixed,58.107208800,56.419622400,185.744,14.479,10.169,0.011
1700.978280,rtk_fixed,58.107339900,56.419794800,185.747,14.620,10.226,0.022
1701.978300,rtk_fixed,58.107471300,56.419969600,185.729,14.670,10.334,0.082
1702.978300,rtk_fixed,58.107603600,56.420146700,185.581,14.805,10.454,0.071
1703.978300,rtk_fixed,58.107738000,56.420325200,185.384,15.031,10.550,0.240
1704.978320,rtk_fixed,58.107874100,56.420507100,185.267,15.222,10.826,0.205
1705.978320,rtk_fixed,58.108012200,56.420692400,185.114,15.475,10.949,0.066
1706.978320,rtk_fixed,58.108152600,56.420879900,185.021,15.700,11.119,0.191
1707.978340,rtk_fixed,58.108295100,56.421069900,184.837,15.983,11.213,0.081
1708.978340,rtk_fixed,58.108438500,56.421261900,184.732,15.959,11.328,0.133
1709.978340,rtk_fixed,58.108580900,56.421452500,184.722,15.782,11.182,-0.016
1710.978360,rtk_fixed,58.108720700,56.421639700,184.690,15.488,10.972,0.042
1711.978360,rtk_fixed,58.108858600,56.421822600,184.662,15.292,10.683,0.019
1712.978360,rtk_fixed,58.108996100,56.421996600,184.640,15.378,10.038,0.032
1713.978380,rtk_fixed,58.109134500,56.422156600,184.661,15.474,9.146,-0.050
1714.978380,rtk_fixed,58.109274700,56.422298400,184.718,15.701,8.013,-0.067
1715.978400,rtk_fixed,58.109418000,56.422419400,184.687,16.050,6.735,0.050
1716.978400,rtk_fixed,58.109564200,56.422522200,184.583,16.373,5.824,0.050
1717.978400,rtk_fixed,58.109712500,56.422616400,184.591,16.576,5.557,0.028
1718.978420,rtk_fixed,58.109862800,56.422710300,184.534,16.807,5.511,0.040
1719.978420,rtk_fixed,58.110014900,56.422805000,184.550,17.019,5.635,0.006
1720.978420,rtk_fixed,58.110168800,56.422901500,184.461,17.202,5.698,0.071
1721.978440,rtk_fixed,58.110324200,56.422998100,184.384,17.363,5.702,0.153
1722.978440,rtk_fixed,58.110480700,56.423095800,184.414,17.476,5.792,-0.016
1723.978440,rtk_fixed,58.110638900,56.423194600,184.494,17.670,5.818,0.009
1724.978460,rtk_fixed,58.110799000,56.423293200,184.566,17.883,5.866,-0.093
1725.978460,rtk_fixed,58.110960700,56.423392800,184.682,18.077,5.893,-0.104
1726.978480,rtk_fixed,58.111124000,56.423492900,184.786,18.206,5.904,-0.132
1727.978480,rtk_fixed,58.111287300,56.423594100,184.847,18.137,5.974,-0.006
1728.978480,rtk_fixed,58.111448900,56.423696300,184.914,17.930,6.029,-0.047
1729.978500,rtk_fixed,58.111609000,56.423797300,184.937,17.797,5.901,0.005
1730.978500,rtk_fixed,58.111768400,56.423896900,185.039,17.712,5.868,-0.081
1731.978500,rtk_fixed,58.111926800,56.423995700,185.150,17.587,5.864,-0.059
1732.978520,rtk_fixed,58.112084200,56.424093000,185.174,17.539,5.705,-0.065
1733.978520,rtk_fixed,58.112241100,56.424189100,185.264,17.495,5.626,-0.106
1734.978520,rtk_fixed,58.112397500,56.424283400,185.299,17.356,5.506,-0.011
1735.978540,rtk_fixed,58.112552000,56.424379100,185.277,17.150,5.647,0.003
1736.978540,rtk_fixed,58.112705400,56.424474700,185.300,16.996,5.650,-0.020
1737.978540,rtk_fixed,58.112857200,56.424570600,185.400,16.860,5.677,-0.112
1738.978560,rtk_fixed,58.113006700,56.424666700,185.517,16.567,5.642,-0.134
1739.978560,rtk_fixed,58.113153500,56.424762300,185.612,16.234,5.597,-0.098
1740.978580,rtk_fixed,58.113296000,56.424853700,185.746,15.624,5.271,-0.123
1741.978580,rtk_fixed,58.113427600,56.424937300,185.879,14.144,4.783,-0.105
1742.978580,rtk_fixed,58.113542300,56.425010700,185.936,12.147,4.112,-0.068
1743.978600,rtk_fixed,58.113637300,56.425074000,186.026,9.939,3.571,-0.058
1744.978600,rtk_fixed,58.113714700,56.425132700,186.100,8.043,3.494,-0.107
1745.978600,rtk_fixed,58.113775100,56.425197800,186.201,6.223,4.050,-0.094
1746.978620,rtk_fixed,58.113821900,56.425279800,186.377,4.754,5.152,-0.167
1747.978620,rtk_fixed,58.113853800,56.425382000,186.524,3.029,6.386,-0.176
1748.978620,sps,58.113872700,56.425500400,186.649,1.714,7.234,-0.126
1749.978640,sps,58.113886900,56.425631800,186.808,1.523,7.959,-0.163
1750.978640,sps,58.113898600,56.425766300,187.028,1.204,7.913,-0.222
1751.978640,sps,58.113905500,56.425898300,187.246,0.586,7.721,-0.214
1752.978660,sps,58.113904600,56.426018500,187.449,-0.383,6.808,-0.203
1753.978660,sps,58.113890100,56.426112100,187.535,-2.142,4.960,-0.090
1754.978680,sps,58.113858200,56.426185400,187.592,-4.171,4.042,-0.084
1755.978680,sps,58.113801500,56.426236800,187.539,-7.229,2.585,0.037
1756.978680,sps,58.113722800,56.426263800,187.456,-9.425,1.161,0.053
1757.978700,sps,58.113627200,56.426277800,187.368,-11.173,0.672,0.059
1758.978700,sps,58.113516800,56.426290200,187.254,-12.782,0.750,0.090
1759.978700,sps,58.113394800,56.426303300,187.129,-13.944,0.771,0.097
1760.978720,sps,58.113262800,56.426316400,186.996,-15.024,0.759,0.110
1761.978720,sps,58.113124600,56.426329500,186.822,-15.559,0.769,0.146
1762.978720,sps,58.112982300,56.426343500,186.569,-15.967,0.835,0.229
1763.978740,sps,58.112836000,56.426357100,186.353,-16.449,0.781,0.169
1764.978740,sps,58.112685000,56.426369000,186.090,-16.970,0.651,0.228
1765.978760,sps,58.112529800,56.426378900,185.750,-17.433,0.540,0.304
1766.978760,sps,58.112371700,56.426387500,185.526,-17.683,0.485,0.165
1767.978760,sps,58.112213100,56.426393500,185.267,-17.662,0.284,0.232
1768.978780,sps,58.112054700,56.426396000,185.017,-17.645,0.068,0.209
1769.978780,sps,58.111896000,56.426395600,184.740,-17.693,-0.073,0.257
1770.978780,sps,58.111736700,56.426393500,184.435,-17.770,-0.161,0.270
1771.978800,sps,58.111577400,56.426388500,184.135,-17.741,-0.376,0.263
1772.978800,sps,58.111419700,56.426379200,183.869,-17.496,-0.641,0.224
1773.978800,sps,58.111264100,56.426368600,183.553,-17.256,-0.632,0.283
1774.978820,sps,58.111110000,56.426359500,183.194,-17.130,-0.513,0.319
1775.978820,sps,58.110956700,56.426349700,182.854,-17.056,-0.623,0.292
1776.978840,sps,58.110804000,56.426338100,182.607,-16.989,-0.732,0.207
1777.978840,sps,58.110652000,56.426324800,182.338,-16.908,-0.822,0.232
1778.978840,sps,58.110500500,56.426308900,182.060,-16.875,-1.010,0.246
1779.978860,sps,58.110349600,56.426289200,181.841,-16.779,-1.242,0.163
1780.978860,sps,58.110199700,56.426267300,181.668,-16.677,-1.330,0.128
1781.978860,sps,58.110050900,56.426245700,181.487,-16.527,-1.267,0.142
1782.978880,sps,58.109903400,56.426224400,181.376,-16.389,-1.274,0.074
1783.978880,sps,58.109757000,56.426202600,181.255,-16.286,-1.311,0.094
1784.978880,sps,58.109609200,56.426180200,181.092,-16.546,-1.341,0.125
1785.978900,sps,58.109459100,56.426157500,180.971,-16.789,-1.351,0.077
1786.978900,sps,58.109308000,56.426135300,180.846,-16.857,-1.309,0.083
1787.978900,sps,58.109156400,56.426113800,180.654,-16.902,-1.272,0.158
1788.978920,sps,58.109004400,56.426090600,180.579,-16.947,-1.424,0.026
1789.978920,sps,58.108851300,56.426065500,180.686,-17.104,-1.524,-0.161
1790.978940,sps,58.108696600,56.426038300,180.741,-17.288,-1.657,-0.074
1791.978940,sps,58.108539800,56.426009200,180.808,-17.551,-1.762,-0.096
1792.978940,sps,58.108380200,56.425980000,180.864,-17.878,-1.712,-0.083
1793.978960,sps,58.108217600,56.425951400,180.921,-18.224,-1.698,-0.071
1794.978960,sps,58.108051800,56.425923300,181.016,-18.568,-1.660,-0.133
1795.978960,sps,58.107885100,56.425895400,181.145,-18.573,-1.648,-0.165
1796.978980,sps,58.107719000,56.425868600,181.347,-18.477,-1.571,-0.226
1797.978980,sps,58.107552700,56.425842200,181.509,-18.541,-1.560,-0.184
1798.978980,sps,58.107385700,56.425816100,181.686,-18.633,-1.537,-0.202
1799.979000,sps,58.107218000,56.425789500,181.895,-18.702,-1.600,-0.242
1800.979000,sps,58.107049700,56.425761600,182.133,-18.753,-1.672,-0.265
1801.979020,sps,58.106881200,56.425732600,182.445,-18.787,-1.737,-0.345
1802.979020,sps,58.106712400,56.425702000,182.726,-18.815,-1.846,-0.299
1803.979020,sps,58.106543300,56.425671600,183.027,-18.837,-1.776,-0.315
1804.979040,sps,58.106374500,56.425643600,183.345,-18.800,-1.610,-0.339
