time,position_type,lat,lon,alt,VN,VE,VD
0.966020,rtk_fixed,58.007383400,56.325195900,154.196,-0.003,0.003,0.002
1.966020,rtk_fixed,58.007383400,56.325195800,154.190,-0.004,0.001,0.003
2.966040,rtk_fixed,58.007383400,56.325195900,154.193,0.004,0.004,0.001
3.966040,rtk_fixed,58.007383400,56.325195900,154.200,0.008,0.004,-0.018
4.966040,rtk_fixed,58.007383400,56.325195900,154.204,0.007,0.005,-0.020
5.966060,rtk_fixed,58.007383400,56.325195800,154.201,0.001,0.002,-0.007
6.966060,rtk_fixed,58.007383400,56.325195800,154.195,-0.002,0.002,-0.007
7.966080,rtk_fixed,58.007383400,56.325195800,154.188,-0.001,0.002,0.000
8.966080,rtk_fixed,58.007383400,56.325195800,154.183,-0.005,0.001,-0.001
9.966080,rtk_fixed,58.007383400,56.325195800,154.200,-0.001,0.000,0.001
10.966100,rtk_fixed,58.007383400,56.325195800,154.203,-0.003,0.002,0.000
11.966100,rtk_fixed,58.007383400,56.325195800,154.209,-0.001,0.000,0.008
12.966100,rtk_fixed,58.007383400,56.325195800,154.207,0.001,0.000,-0.004
13.966120,rtk_fixed,58.007383400,56.325195800,154.197,0.004,0.001,-0.003
14.966120,rtk_fixed,58.007383500,56.325196200,154.192,0.033,0.050,-0.009
15.966120,rtk_fixed,58.007385300,56.325201700,154.178,0.256,0.419,0.025
16.966140,rtk_fixed,58.007389100,56.325212800,154.157,0.470,0.751,0.019
17.966140,rtk_fixed,58.007394500,56.325228600,154.113,0.679,1.006,0.040
18.966160,rtk_fixed,58.007402400,56.325245700,154.084,0.934,0.983,0.019
19.966160,rtk_fixed,58.007412200,56.325260500,154.089,1.172,0.795,0.010
20.966160,rtk_fixed,58.007423600,56.325270600,154.087,1.316,0.484,-0.075
21.966180,rtk_fixed,58.007437100,56.325275500,154.089,1.580,0.189,-0.020
22.966180,rtk_fixed,58.007453300,56.325274700,154.130,1.870,-0.140,-0.019
23.966180,rtk_fixed,58.007471500,56.325269900,154.140,2.091,-0.332,-0.047
24.966200,rtk_fixed,58.007491300,56.325264300,154.151,2.237,-0.318,0.054
25.966200,rtk_fixed,58.007513000,56.325258400,154.157,2.450,-0.412,0.027
26.966220,rtk_fixed,58.007534500,56.325246200,154.169,2.307,-0.930,0.015
27.966220,rtk_fixed,58.007550100,56.325220800,154.164,1.548,-1.732,-0.061
28.966220,rtk_fixed,58.007556500,56.325193400,154.102,0.415,-1.444,0.024
29.966240,rtk_fixed,58.007557400,56.325181600,154.085,0.045,-0.371,0.013
30.966240,rtk_fixed,58.007557400,56.325181500,154.079,0.005,-0.004,0.001
31.966240,rtk_fixed,58.007557400,56.325181700,154.076,-0.005,0.038,0.001
32.966260,rtk_fixed,58.007557400,56.325184000,154.082,-0.018,0.216,0.015
33.966260,rtk_fixed,58.007557900,56.325192400,154.106,0.034,0.579,0.044
34.966260,rtk_fixed,58.007559900,56.325205500,154.150,0.246,0.842,0.003
35.966280,rtk_fixed,58.007564800,56.325221600,154.181,0.501,0.933,0.062
36.966280,rtk_fixed,58.007570600,56.325233100,154.196,0.470,0.567,0.152
37.966300,rtk_fixed,58.007572600,56.325235700,154.180,0.012,-0.024,-0.015
38.966300,rtk_fixed,58.007572600,56.325235700,154.189,0.004,0.000,-0.004
39.966300,rtk_fixed,58.007572000,56.325234700,154.177,-0.149,-0.124,-0.007
40.966320,rtk_fixed,58.007567900,56.325228500,154.174,-0.579,-0.464,-0.019
41.966320,rtk_fixed,58.007556100,56.325215900,154.137,-1.550,-0.782,-0.067
42.966320,rtk_fixed,58.007536700,56.325206700,154.102,-2.251,-0.354,-0.025
43.966340,rtk_fixed,58.007513800,56.325207000,154.078,-2.577,0.215,-0.064
44.966340,rtk_fixed,58.007488700,56.325214800,154.077,-2.804,0.572,-0.039
45.966340,rtk_fixed,58.007462400,56.325226200,154.064,-2.938,0.704,0.001
46.966360,rtk_fixed,58.007436700,56.325238200,154.072,-2.763,0.717,0.015
47.966360,rtk_fixed,58.007413000,56.325246200,154.083,-2.575,0.332,-0.041
48.966380,rtk_fixed,58.007391000,56.325246500,154.091,-2.468,-0.112,-0.017
49.966380,rtk_fixed,58.007369700,56.325238500,154.152,-2.358,-0.650,-0.011
50.966380,rtk_fixed,58.007349200,56.325222300,154.203,-2.196,-1.047,-0.065
51.966400,rtk_fixed,58.007336000,56.325205100,154.239,-1.130,-0.899,-0.046
52.966400,rtk_fixed,58.007330000,56.325193400,154.260,-0.536,-0.642,-0.005
53.966400,rtk_fixed,58.007325900,56.325182200,154.263,-0.428,-0.725,-0.045
54.966420,rtk_fixed,58.007321600,56.325159900,154.249,-0.375,-1.611,-0.016
55.966420,rtk_fixed,58.007319500,56.325122100,154.313,0.084,-2.466,-0.058
56.966440,rtk_fixed,58.007324800,56.325082500,154.362,0.820,-2.372,-0.089
57.966440,rtk_fixed,58.007341400,56.325043600,154.330,2.211,-2.270,0.043
58.966440,rtk_fixed,58.007370800,56.325003900,154.296,3.709,-2.376,-0.005
59.966460,rtk_fixed,58.007410600,56.324959100,154.305,4.698,-2.803,0.004
60.966460,rtk_fixed,58.007459900,56.324904800,154.320,5.809,-3.389,-0.017
61.966460,rtk_fixed,58.007517100,56.324842400,154.262,6.642,-3.822,0.016
62.966480,rtk_fixed,58.007581300,56.324772000,154.223,7.282,-4.256,0.116
63.966480,rtk_fixed,58.007649500,56.324696300,154.235,7.683,-4.582,-0.048
64.966480,rtk_fixed,58.007720200,56.324617400,154.147,7.970,-4.753,0.060
65.966500,rtk_fixed,58.007794800,56.324533200,154.103,8.439,-5.028,0.136
66.966500,rtk_fixed,58.007874100,56.324445900,154.033,8.928,-5.253,0.123
67.966520,rtk_fixed,58.007957300,56.324352800,153.854,9.402,-5.634,0.153
68.966520,rtk_fixed,58.008045300,56.324255700,153.646,9.940,-5.825,0.195
69.966520,rtk_fixed,58.008135600,56.324155300,153.472,10.050,-6.013,0.194
70.966540,rtk_fixed,58.008225500,56.324052300,153.317,9.998,-6.086,0.135
71.966540,rtk_fixed,58.008315000,56.323945600,153.268,9.955,-6.416,0.069
72.966540,rtk_fixed,58.008404300,56.323833600,153.150,9.978,-6.706,0.056
73.966560,rtk_fixed,58.008494000,56.323716700,153.047,9.969,-6.994,0.115
74.966560,rtk_fixed,58.008585000,56.323598100,153.066,10.127,-7.044,-0.009
75.966560,rtk_fixed,58.008674900,56.323478500,153.154,9.912,-7.066,-0.041
76.966580,rtk_fixed,58.008764300,56.323361400,153.281,9.902,-6.812,-0.297
77.966580,rtk_fixed,58.008852600,56.323247800,153.252,10.018,-6.640,-0.271
78.966600,rtk_fixed,58.008941400,56.323134900,153.215,10.028,-6.671,-0.160
79.966600,rtk_fixed,58.009031000,56.323023400,153.193,9.942,-6.643,0.007
80.966600,rtk_fixed,58.009120300,56.322912500,153.271,9.893,-6.561,-0.019
81.966620,rtk_fixed,58.009209500,56.322801000,153.296,9.887,-6.624,0.017
82.966620,rtk_fixed,58.009298000,56.322688300,153.347,9.926,-6.602,0.025
83.966620,rtk_fixed,58.009385900,56.322576000,153.344,9.712,-6.699,-0.101
84.966640,rtk_fixed,58.009472300,56.322463300,153.377,9.600,-6.666,-0.024
85.966640,rtk_fixed,58.009557000,56.322351300,153.351,9.319,-6.593,0.021
86.966660,rtk_fixed,58.009639800,56.322241700,153.344,9.184,-6.413,0.026
87.966660,rtk_fixed,58.009722200,56.322134000,153.399,9.187,-6.314,-0.033
88.966660,rtk_fixed,58.009805400,56.322026800,153.461,9.275,-6.363,-0.176
89.966680,rtk_fixed,58.009890100,56.321919700,153.472,9.463,-6.305,0.002
90.966680,rtk_fixed,58.009976100,56.321812700,153.559,9.491,-6.276,-0.070
91.966680,rtk_fixed,58.010061000,56.321706400,153.527,9.398,-6.322,0.014
92.966700,rtk_fixed,58.010144800,56.321598400,153.471,9.320,-6.432,0.101
93.966700,rtk_fixed,58.010228300,56.321490500,153.502,9.310,-6.410,0.011
94.966700,rtk_fixed,58.010312300,56.321381700,153.474,9.345,-6.427,0.004
95.966720,rtk_fixed,58.010396200,56.321271800,153.464,9.377,-6.513,0.046
96.966720,rtk_fixed,58.010481700,56.321158700,153.394,9.612,-6.754,0.105
97.966740,rtk_fixed,58.010570700,56.321042800,153.354,10.045,-6.842,0.066
98.966740,rtk_fixed,58.010662200,56.320925400,153.305,10.083,-7.066,-0.125
99.966740,rtk_fixed,58.010751200,56.320800900,153.246,9.704,-7.300,0.337
100.966760,rtk_fixed,58.010840500,56.320678100,153.247,10.031,-7.113,0.125
101.966760,rtk_fixed,58.010933200,56.320557800,153.231,10.427,-7.131,0.058
102.966760,rtk_fixed,58.011028400,56.320434400,153.159,10.674,-7.316,0.078
103.966780,rtk_fixed,58.011125000,56.320310500,153.152,10.725,-7.258,0.054
104.966780,rtk_fixed,58.011216900,56.320196100,153.133,9.873,-6.500,-0.072
105.966780,rtk_fixed,58.011295200,56.320101200,153.098,8.215,-5.247,0.033
106.966800,rtk_fixed,58.011358600,56.320028900,153.108,6.570,-3.908,0.008
107.966800,rtk_fixed,58.011407800,56.319979100,153.091,5.111,-2.624,-0.043
108.966820,rtk_fixed,58.011451800,56.319943600,153.125,4.855,-1.943,0.149
109.966820,rtk_fixed,58.011495700,56.319914500,153.025,4.950,-1.625,-0.036
110.966820,rtk_fixed,58.011540000,56.319895600,152.919,4.942,-0.930,0.108
111.966840,rtk_fixed,58.011583200,56.319896800,152.927,4.717,0.660,-0.021
112.966840,rtk_fixed,58.011618500,56.319934400,152.874,3.492,2.899,0.075
113.966840,rtk_fixed,58.011641800,56.320004800,152.844,2.283,4.659,0.011
114.966860,rtk_fixed,58.011661000,56.320095000,152.889,2.253,5.540,-0.046
115.966860,rtk_fixed,58.011686500,56.320200700,152.929,3.122,6.530,-0.017
116.966860,rtk_fixed,58.011719400,56.320322700,152.880,3.866,7.519,0.017
117.966880,rtk_fixed,58.011757600,56.320455800,152.683,4.427,7.951,0.164
118.966880,rtk_fixed,58.011801700,56.320590300,152.511,5.053,7.919,0.224
119.966900,rtk_fixed,58.011848200,56.320721600,152.255,5.174,7.703,0.302
120.966900,rtk_fixed,58.011892200,56.320853800,151.921,4.775,7.832,0.340
121.966900,rtk_fixed,58.011935500,56.320985100,151.670,4.849,7.697,0.278
122.966920,rtk_fixed,58.011980000,56.321112400,151.453,4.996,7.440,0.208
123.966920,rtk_fixed,58.012023000,56.321231800,151.189,4.613,6.772,0.237
124.966920,rtk_fixed,58.012058900,56.321330100,150.938,3.762,5.375,0.257
125.966940,rtk_fixed,58.012091200,56.321415200,150.615,3.484,4.892,0.572
126.966940,rtk_fixed,58.012125500,56.321504800,150.298,3.913,5.416,0.359
127.966960,rtk_fixed,58.012164500,56.321608300,149.789,4.605,6.475,0.469
128.966960,rtk_fixed,58.012210800,56.321731700,149.246,5.390,7.619,0.505
129.966960,rtk_fixed,58.012263500,56.321874000,148.604,6.112,8.702,0.613
130.966980,rtk_fixed,58.012321700,56.322029300,148.010,6.554,9.352,0.632
131.966980,rtk_fixed,58.012381800,56.322188800,147.516,6.694,9.447,0.482
132.966980,rtk_fixed,58.012442500,56.322351200,147.072,6.825,9.661,0.421
133.967000,rtk_fixed,58.012505300,56.322517300,146.579,7.050,9.932,0.523
134.967000,rtk_fixed,58.012570600,56.322689600,146.003,7.414,10.297,0.536
135.967000,rtk_fixed,58.012638600,56.322869400,145.344,7.666,10.768,0.637
136.967020,rtk_fixed,58.012708600,56.323057000,144.597,7.826,11.206,0.769
137.967020,rtk_fixed,58.012779800,56.323247500,143.762,7.982,11.305,0.808
138.967040,rtk_fixed,58.012851200,56.323439000,143.023,7.910,11.285,0.699
139.967040,rtk_fixed,58.012920600,56.323626200,142.406,7.625,10.969,0.636
140.967040,rtk_fixed,58.012988100,56.323807400,141.789,7.529,10.630,0.611
141.967060,rtk_fixed,58.013057400,56.323985600,141.101,7.821,10.460,0.721
142.967060,rtk_fixed,58.013129200,56.324156200,140.221,8.058,9.877,0.891
143.967060,rtk_fixed,58.013202100,56.324323200,139.086,8.182,9.953,1.185
144.967080,rtk_fixed,58.013276900,56.324497100,137.737,8.381,10.434,1.369
145.967080,rtk_fixed,58.013354700,56.324678000,136.245,8.791,10.794,1.543
146.967080,rtk_fixed,58.013434900,56.324867700,134.569,8.952,11.427,1.687
147.967100,rtk_fixed,58.013513700,56.325069700,133.112,8.553,12.183,1.390
148.967100,rtk_fixed,58.013585200,56.325281900,132.776,7.585,12.672,0.319
149.967120,rtk_fixed,58.013648600,56.325495400,133.053,6.814,12.630,-0.262
150.967120,rtk_fixed,58.013709100,56.325709900,133.327,6.723,12.723,-0.397
151.967120,rtk_fixed,58.013768500,56.325927900,133.712,6.591,12.958,-0.380
152.967140,rtk_fixed,58.013828000,56.326147900,134.313,6.609,13.030,-0.686
153.967140,rtk_fixed,58.013885500,56.326368500,135.297,6.323,12.999,-1.043
154.967140,rtk_fixed,58.013940200,56.326585400,136.654,5.965,12.744,-1.404
155.967160,rtk_fixed,58.013993000,56.326794100,138.434,5.884,12.244,-1.823
156.967160,rtk_fixed,58.014045700,56.326999800,140.303,5.887,12.131,-1.908
157.967180,rtk_fixed,58.014098800,56.327203900,142.288,5.857,12.080,-1.944
158.967180,rtk_fixed,58.014153800,56.327406000,144.171,6.341,11.808,-1.888
159.967180,rtk_fixed,58.014212600,56.327591100,145.853,6.529,10.535,-1.554
160.967200,rtk_fixed,58.014268700,56.327764900,147.235,6.198,10.189,-1.322
161.967200,rtk_fixed,58.014324900,56.327935600,148.484,6.258,10.086,-1.165
162.967200,rtk_fixed,58.014380900,56.328108700,149.559,6.262,10.282,-1.048
163.967220,rtk_fixed,58.014438300,56.328287300,150.579,6.503,10.648,-0.984
164.967220,rtk_fixed,58.014499400,56.328472400,151.363,6.935,11.073,-0.754
165.967220,rtk_fixed,58.014564300,56.328665700,152.081,7.311,11.620,-0.692
166.967240,rtk_fixed,58.014629800,56.328870600,152.805,7.227,12.338,-0.764
167.967240,rtk_fixed,58.014693700,56.329088300,153.540,7.095,13.099,-0.646
168.967260,rtk_fixed,58.014758500,56.329317900,154.029,7.325,13.739,-0.541
169.967260,rtk_fixed,58.014823700,56.329552300,154.530,7.211,13.869,-0.499
170.967260,rtk_fixed,58.014887400,56.329787500,155.219,7.086,13.885,-0.686
171.967280,rtk_fixed,58.014952800,56.330020600,155.784,7.276,13.777,-0.640
172.967280,rtk_fixed,58.015018300,56.330256900,156.254,7.268,14.010,-0.402
173.967280,rtk_fixed,58.015083600,56.330496200,156.740,7.294,14.192,-0.490
174.967300,rtk_fixed,58.015150400,56.330739400,157.053,7.490,14.442,-0.308
175.967300,rtk_fixed,58.015218500,56.330983500,157.346,7.587,14.449,-0.322
176.967300,rtk_fixed,58.015287200,56.331228400,157.695,7.706,14.494,-0.331
177.967320,rtk_fixed,58.015358300,56.331471000,158.016,7.990,14.295,-0.322
178.967320,rtk_fixed,58.015431200,56.331714900,158.289,8.174,14.483,-0.300
179.967340,rtk_fixed,58.015506700,56.331962000,158.546,8.544,14.663,-0.267
180.967340,rtk_fixed,58.015585600,56.332211800,158.803,8.875,14.783,-0.241
181.967340,rtk_fixed,58.015666400,56.332461500,158.980,9.031,14.740,-0.187
182.967360,rtk_fixed,58.015747800,56.332709500,159.133,9.020,14.597,-0.152
183.967360,rtk_fixed,58.015827000,56.332952500,159.213,8.749,14.268,-0.119
184.967360,rtk_fixed,58.015906200,56.333186900,159.345,8.893,13.613,-0.100
185.967380,rtk_fixed,58.015988600,56.333408800,159.396,9.272,12.899,-0.057
186.967380,rtk_fixed,58.016072900,56.333619400,159.481,9.471,12.230,-0.099
187.967380,rtk_fixed,58.016158700,56.333818600,159.574,9.523,11.613,-0.054
188.967400,rtk_fixed,58.016243800,56.334010700,159.687,9.479,11.281,-0.126
189.967400,rtk_fixed,58.016328400,56.334204400,159.705,9.480,11.491,-0.001
190.967420,rtk_fixed,58.016415500,56.334401200,159.688,9.807,11.696,0.011
191.967420,rtk_fixed,58.016502700,56.334601400,159.696,9.500,11.836,-0.009
192.967420,rtk_fixed,58.016580700,56.334789100,159.675,8.314,10.685,0.049
193.967440,rtk_fixed,58.016647500,56.334949200,159.613,6.947,8.919,0.115
194.967440,rtk_fixed,58.016702900,56.335088100,159.501,5.938,8.115,0.157
195.967440,rtk_fixed,58.016750800,56.335216200,159.343,5.073,7.298,0.143
196.967460,rtk_fixed,58.016794300,56.335332300,159.136,4.852,6.780,0.188
197.967460,rtk_fixed,58.016836600,56.335437300,158.900,4.686,5.899,0.258
198.967480,rtk_fixed,58.016880500,56.335526000,158.618,5.129,4.964,0.168
199.967480,rtk_fixed,58.016930400,56.335591100,158.447,5.780,3.235,0.206
200.967480,rtk_fixed,58.016986700,56.335615900,158.375,6.417,0.760,-0.029
201.967500,rtk_fixed,58.017043200,56.335598600,158.346,6.190,-1.757,0.078
202.967500,rtk_fixed,58.017099200,56.335552800,158.330,6.325,-2.971,0.019
203.967500,rtk_fixed,58.017160300,56.335493200,158.378,6.966,-3.762,-0.031
204.967520,rtk_fixed,58.017225500,56.335425000,158.351,7.396,-4.120,0.028
205.967520,rtk_fixed,58.017295100,56.335355700,158.316,7.855,-4.025,0.000
206.967520,rtk_fixed,58.017368700,56.335304700,158.200,8.357,-2.353,0.133
207.967540,rtk_fixed,58.017445100,56.335296000,158.121,8.503,0.376,0.133
208.967540,rtk_fixed,58.017517000,56.335338000,157.963,7.736,3.352,0.108
209.967560,rtk_fixed,58.017579900,56.335424200,157.788,6.707,5.773,0.204
210.967560,rtk_fixed,58.017636500,56.335544300,157.658,6.131,7.607,0.161
211.967560,rtk_fixed,58.017691000,56.335687500,157.517,6.073,8.851,0.142
212.967580,rtk_fixed,58.017747600,56.335852800,157.432,6.418,10.130,0.077
213.967580,rtk_fixed,58.017809200,56.336035600,157.353,7.024,11.098,0.026
214.967580,rtk_fixed,58.017873800,56.336231900,157.327,7.204,11.693,0.103
215.967600,rtk_fixed,58.017939000,56.336430100,157.271,7.297,11.688,0.074
216.967600,rtk_fixed,58.018005400,56.336623700,157.158,7.387,11.337,0.097
217.967600,rtk_fixed,58.018069200,56.336815100,157.006,7.050,11.276,0.180
218.967620,rtk_fixed,58.018129200,56.337005100,156.819,6.551,11.152,0.194
219.967620,rtk_fixed,58.018186400,56.337192000,156.717,6.330,10.954,0.148
220.967640,rtk_fixed,58.018242600,56.337368700,156.608,6.265,10.134,0.084
221.967640,rtk_fixed,58.018297400,56.337530400,156.431,6.095,9.336,0.152
222.967640,rtk_fixed,58.018349800,56.337675700,156.241,5.712,8.198,0.172
223.967660,rtk_fixed,58.018396800,56.337795000,156.061,5.030,6.519,0.155
224.967660,rtk_fixed,58.018442400,56.337881000,155.827,5.272,4.494,0.214
225.967660,rtk_fixed,58.018498100,56.337934900,155.578,6.559,2.623,0.287
226.967680,rtk_fixed,58.018564000,56.337957100,155.315,7.629,0.723,0.204
227.967680,rtk_fixed,58.018636700,56.337944400,155.185,8.272,-1.414,0.189
228.967680,rtk_fixed,58.018713200,56.337893200,155.003,8.665,-3.579,0.168
229.967700,rtk_fixed,58.018794800,56.337814400,154.744,9.307,-5.054,0.235
230.967700,rtk_fixed,58.018882400,56.337717000,154.654,9.888,-6.011,0.123
231.967720,rtk_fixed,58.018975900,56.337609400,154.512,10.639,-6.496,0.131
232.967720,rtk_fixed,58.019076700,56.337494600,154.387,11.496,-6.914,0.119
233.967720,rtk_fixed,58.019185100,56.337372900,154.230,12.294,-7.291,0.106
234.967740,rtk_fixed,58.019297700,56.337249100,154.159,12.576,-7.324,0.114
235.967740,rtk_fixed,58.019411800,56.337125100,154.031,12.742,-7.285,0.210
236.967740,rtk_fixed,58.019526500,56.337000600,154.027,12.779,-7.365,-0.052
237.967760,rtk_fixed,58.019641100,56.336874500,154.010,12.761,-7.477,-0.030
238.967760,rtk_fixed,58.019756800,56.336748400,154.005,12.914,-7.461,0.098
239.967780,rtk_fixed,58.019874100,56.336622300,153.900,13.140,-7.443,0.074
240.967780,rtk_fixed,58.019992600,56.336493900,153.782,13.216,-7.585,0.202
241.967780,rtk_fixed,58.020111300,56.336364900,153.700,13.232,-7.641,0.065
242.967800,rtk_fixed,58.020229800,56.336236700,153.566,13.193,-7.580,0.069
243.967800,rtk_fixed,58.020347500,56.336109100,153.484,13.127,-7.411,0.103
244.967800,rtk_fixed,58.020464000,56.335986500,153.351,12.885,-7.204,0.113
245.967820,rtk_fixed,58.020578300,56.335866600,153.265,12.670,-6.985,0.055
246.967820,rtk_fixed,58.020689500,56.335749000,153.189,12.325,-6.869,-0.004
247.967820,rtk_fixed,58.020798500,56.335635300,153.111,12.067,-6.670,0.163
248.967840,rtk_fixed,58.020905200,56.335524000,152.936,11.821,-6.567,0.052
249.967840,rtk_fixed,58.021009700,56.335415600,152.799,11.561,-6.320,0.170
250.967860,rtk_fixed,58.021110600,56.335316100,152.687,11.071,-5.647,0.129
251.967860,rtk_fixed,58.021203600,56.335228300,152.571,10.038,-4.934,0.083
252.967860,rtk_fixed,58.021286400,56.335154900,152.593,8.854,-4.140,-0.004
253.967880,rtk_fixed,58.021358800,56.335090500,152.603,7.809,-3.718,-0.015
254.967880,rtk_fixed,58.021424000,56.335032200,152.584,7.024,-3.336,0.047
255.967880,rtk_fixed,58.021480200,56.334988500,152.476,5.901,-2.168,0.074
256.967900,rtk_fixed,58.021531100,56.334969300,152.360,5.628,-0.659,0.136
257.967900,rtk_fixed,58.021578400,56.334984500,152.247,5.084,1.598,0.034
258.967900,rtk_fixed,58.021616500,56.335039200,152.197,3.813,3.910,0.080
259.967920,rtk_fixed,58.021645100,56.335127000,152.089,3.086,5.570,0.130
260.967920,rtk_fixed,58.021676700,56.335231900,151.896,3.767,6.521,0.203
261.967940,rtk_fixed,58.021716400,56.335357100,151.652,4.752,7.717,0.254
262.967940,rtk_fixed,58.021765000,56.335502900,151.294,5.707,8.958,0.391
263.967940,rtk_fixed,58.021818300,56.335663400,150.874,5.978,9.714,0.408
264.967960,rtk_fixed,58.021872700,56.335831600,150.427,6.013,10.004,0.418
265.967960,rtk_fixed,58.021924700,56.335993600,149.929,5.723,9.325,0.454
266.967960,rtk_fixed,58.021976300,56.336148700,149.458,5.685,9.197,0.497
267.967980,rtk_fixed,58.022027200,56.336305000,148.935,5.687,9.208,0.530
268.967980,rtk_fixed,58.022076100,56.336453500,148.323,5.312,8.400,0.552
269.967980,rtk_fixed,58.022117500,56.336576700,147.807,4.308,6.804,0.509
270.968000,rtk_fixed,58.022151400,56.336682400,147.374,3.682,6.188,0.350
271.968000,rtk_fixed,58.022181300,56.336779300,147.048,3.138,5.493,0.417
272.968020,rtk_fixed,58.022208000,56.336861400,146.692,3.018,4.545,0.323
273.968020,rtk_fixed,58.022242600,56.336927100,146.483,4.300,3.450,0.185
274.968020,rtk_fixed,58.022288200,56.336959300,146.358,5.328,1.205,0.080
275.968040,rtk_fixed,58.022337600,56.336950600,146.324,5.488,-1.237,0.034
276.968040,rtk_fixed,58.022386500,56.336910400,146.397,5.529,-2.681,-0.069
277.968040,rtk_fixed,58.022440500,56.336857100,146.494,6.287,-3.308,-0.072
278.968060,rtk_fixed,58.022503400,56.336792800,146.600,7.351,-4.018,-0.110
279.968060,rtk_fixed,58.022571300,56.336720400,146.728,7.523,-4.301,-0.112
280.968080,rtk_fixed,58.022636600,56.336647700,146.864,7.115,-4.241,-0.077
281.968080,rtk_fixed,58.022698100,56.336580000,146.966,6.656,-3.819,-0.069
282.968080,rtk_fixed,58.022753600,56.336522800,147.099,5.981,-3.235,0.019
283.968100,rtk_fixed,58.022805100,56.336469900,147.117,5.699,-3.084,-0.077
284.968100,rtk_fixed,58.022858900,56.336416600,147.181,6.139,-3.190,-0.053
285.968100,rtk_fixed,58.022916700,56.336359800,147.152,6.573,-3.482,0.030
286.968120,rtk_fixed,58.022981400,56.336291700,147.189,7.473,-4.227,-0.031
287.968120,rtk_fixed,58.023054300,56.336212700,147.225,8.405,-4.849,-0.053
288.968120,rtk_fixed,58.023136100,56.336122600,147.219,9.466,-5.496,0.025
289.968140,rtk_fixed,58.023225100,56.336027800,147.181,10.125,-5.584,0.042
290.968140,rtk_fixed,58.023317700,56.335930500,147.037,10.350,-5.887,0.069
291.968160,rtk_fixed,58.023411400,56.335828300,146.886,10.423,-6.166,0.141
292.968160,rtk_fixed,58.023504300,56.335721600,146.891,10.322,-6.301,-0.027
293.968160,rtk_fixed,58.023599100,56.335617600,146.974,10.678,-6.049,0.068
294.968180,rtk_fixed,58.023699700,56.335517400,147.282,11.214,-6.039,-0.198
295.968180,rtk_fixed,58.023803000,56.335414600,147.382,11.615,-6.139,-0.286
296.968180,rtk_fixed,58.023909800,56.335306600,147.663,11.993,-6.404,-0.181
297.968200,rtk_fixed,58.024018500,56.335197200,147.963,12.165,-6.468,-0.298
298.968200,rtk_fixed,58.024126600,56.335085200,148.343,11.976,-6.677,-0.369
299.968200,rtk_fixed,58.024234200,56.334969300,148.811,12.135,-6.680,-0.251
300.968220,rtk_fixed,58.024341600,56.334848500,149.176,11.951,-7.229,-0.315
301.968220,rtk_fixed,58.024448100,56.334726100,149.438,11.809,-7.266,-0.259
302.968240,rtk_fixed,58.024551900,56.334604800,149.674,11.286,-7.128,-0.255
303.968240,rtk_fixed,58.024652900,56.334485900,149.878,11.081,-6.908,-0.188
304.968240,rtk_fixed,58.024752200,56.334367400,150.016,11.052,-6.970,-0.173
305.968260,rtk_fixed,58.024851300,56.334248300,150.070,11.070,-7.073,-0.105
306.968260,rtk_fixed,58.024951000,56.334128600,150.281,11.047,-7.016,-0.242
307.968260,rtk_fixed,58.025050000,56.334012000,150.501,11.010,-6.823,-0.228
308.968280,rtk_fixed,58.025147300,56.333897500,150.685,10.664,-6.829,-0.299
309.968280,rtk_fixed,58.025239000,56.333790700,150.846,9.850,-6.048,-0.228
310.968280,rtk_fixed,58.025316700,56.333701800,151.021,8.104,-4.914,-0.120
311.968300,rtk_fixed,58.025378000,56.333632200,151.120,6.278,-3.728,-0.071
312.968300,rtk_fixed,58.025430400,56.333572500,151.247,5.768,-3.506,-0.159
313.968320,rtk_fixed,58.025481900,56.333512700,151.288,5.742,-3.601,-0.083
314.968320,rtk_fixed,58.025541600,56.333442600,151.358,7.076,-4.436,-0.038
315.968320,rtk_fixed,58.025613100,56.333357100,151.463,8.324,-5.278,-0.101
316.968340,rtk_fixed,58.025694700,56.333261100,151.676,9.342,-5.731,-0.175
317.968340,rtk_fixed,58.025778600,56.333165400,151.781,9.333,-5.594,-0.124
318.968340,rtk_fixed,58.025861000,56.333072800,151.926,9.079,-5.388,-0.110
319.968360,rtk_fixed,58.025938900,56.332986800,152.040,8.398,-4.904,-0.133
320.968360,rtk_fixed,58.026005400,56.332913900,152.117,6.952,-4.037,-0.096
321.968360,rtk_fixed,58.026061000,56.332853800,152.173,6.140,-3.420,-0.020
322.968380,rtk_fixed,58.026114200,56.332797100,152.252,5.865,-3.300,0.126
323.968380,rtk_fixed,58.026169000,56.332739300,152.261,6.326,-3.549,-0.088
324.968400,rtk_fixed,58.026232300,56.332671700,152.357,7.366,-4.195,-0.069
325.968400,rtk_fixed,58.026303800,56.332594000,152.448,8.202,-4.731,-0.097
326.968400,rtk_fixed,58.026378300,56.332513300,152.545,8.249,-4.777,-0.113
327.968420,rtk_fixed,58.026450000,56.332436400,152.609,7.849,-4.461,-0.065
328.968420,rtk_fixed,58.026512600,56.332369000,152.666,6.670,-3.821,-0.035
329.968420,rtk_fixed,58.026570300,56.332305500,152.720,6.292,-3.723,-0.036
330.968440,rtk_fixed,58.026625100,56.332245900,152.735,5.902,-3.409,-0.049
331.968440,rtk_fixed,58.026672200,56.332195300,152.735,5.071,-2.873,0.011
